key,value
Renvil Harrowmont,1
Beast,1
Adeline Trevelyan,1
Drace the inquisitor,1
everyone makes a cameo,1
cullen's inability to talk to women,1
Almost Everyone,1
Inquisition Scout (Original Character),1
Yavanna,1
They are all there,1
Don't worry - Character,1
Aveline Valen,1
female sabrae,1
Mystery Wolf - Character,1
OC - Errol Kerr,1
OC - Dr. Albert Kensington,1
thats rite the gangs all here,1
listed in order of appearance not importance,1
special guest star:,1
Elisabeth Kardon,1
imryll lavellan,1
Danarius (in flashbacks),1
Female Watcher (Pillars of Eternity),1
The Illidari Slayer (Warcraft),1
Female Blood Elf | Elves (Warcraft),1
Mathelina,1
Jack Harper (Mass Effect),1
Bann Fagen Trevelyan,1
Lady Valerie Trevelyan,1
Marek Rochelle,1
Romeria of Norrath,1
Vanora Valeri,1
Lucius Valeri,1
Otho Agnostos,1
Colin (Legend of Zelda),1
and cullen's dog,1
Female Cadash (mentioned),1
Female Human Warden (Dragon Age),1
Alessa,1
Dudu,1
First - Character,1
Twins - Character,1
Nevan,1
The First,1
Rowan Hawke,1
Rhita,1
Penelope,1
with mentions of various others,1
OC - Bryony Wolfe,1
OC - Celandine Wolfe,1
Vairë Mahariel,1
Asra (The Arcana),1
Mentioned Anders - Character,1
minor Dragon Age Characters,1
Galya Amell,1
Marie,1
Original Female Mage Character(s),1
Marius Hawke,1
fluff eventually - Character,1
Mama Lavellan - Character,1
Justice!Karl Thekla,1
Witchunter!Fenris,1
Nihlus Kryik,1
the whole da:i gang at some point,1
Original Elf Child Character(s),1
Valynne Mahariel,1
even if they aren't tagged directly,1
assume they're there,1
original female vashoth character(s),1
Eliza Cousland (OC),1
Advisors - Character,1
all of 'em,1
every Skyhold resident at some point probably,1
Heimdall (Marvel),1
Tabitha (Minor Character),1
Aidan (OC),1
Imira Trevelyan (Female Inquisitor),1
Merrill mentioned,1
DA:I Characters,1
DA:2 Characters,1
DA:O Characters,1
Dragon age NPCs,1
(others i will add when i remember them),1
Dancer of the Boreal Valley (Dark Souls),1
oc: Shea Tabris,1
oc: Marian Amell,1
Female Elf de Ghislain,1
Laurent de Ghislain (Dragon Age),1
Lady de Lydes (Dragon Age),1
Calienne de Ghislain,1
Mentions of Leandra Hawke,1
Mentions of Bethany Hawke,1
Bell Lavellan,1
Blue Bell,1
literally every character,1
Human Warden (Dragon Age),1
Tabris Child,1
Aunna Brosca,1
Mardra Amell,1
Halward Pavus (mention),1
Selvaneth,1
holy fuck that's a lot of tags for four people,1
Ophelia,1
Noella Cousland,1
"and the whole rest of the ""let's go and save thedas""-losers",1
starring: - Character,1
and a lot of other burned chicken nuggets,1
Emil Trevelyan,1
Lucien (OC),1
mentions of Bethany and Malcolm Hawke,1
Neloth (mentioned),1
Barbas (Elder Scrolls),1
Ondolemar (Elder Scrolls),1
Haskill (Elder Scrolls),1
Revas Sulahn'nan,1
Yarathim Sulahn'nan,1
Mesara Trevelyan,1
Damaia Adaar,1
Bears - Character,1
Veronica Santangelo,1
Purpose - Character,1
Revas Tabris,1
Markov Cousland,1
A random Revered Mother,1
Original Character - Felicita,1
Alda Trevelyan,1
female lavellan warrior,1
micka burnam,1
Jones burnam,1
Gordian - Character,1
Katya Volskaya,1
Lita Surana,1
Maggie Amell,1
Tau Sulahn'nan,1
more when updated probably,1
Arahiel Lavellan,1
Haleir Lavellan,1
Taralyn Lavellan,1
Astrophel Cousland,1
Ilta'nan Mahariel,1
Purplish Hawke - Character,1
Original Wardens,1
Solana Surelle,1
Ryaden Durante,1
Circle Magi,1
Anders (minor),1
Original Tal-Vashoth Character,1
Cullen Rutherford's self loathing,1
Amara (Supernatural),1
Naomi (Supernatural),1
Paivel (Dragon Age),1
The entire trope,1
OCs!,1
Elves... so many elves,1
Fen'Din Surana,1
Lexa Adaar,1
Morrigan (Mention),1
Vaughn (Dragon Age),1
Lackeys,1
Faye Trevelyan,1
Simulacrum,1
Warden Duncan,1
Talon (League of Legends),1
"Luxanna ""Lux"" Crownguard",1
Ezreal (League of Legends),1
Janna (League of Legends),1
Garen Crownguard,1
Sailor Moon - Character,1
Sailor Scouts,1
Usagi Tsukino,1
Princess Serenity,1
Tuxedo Mask,1
Fruits Basket Characters,1
Cross Yuuki,1
Kuran Kaname,1
Kiryuu Zero,1
Rivaldir Lavellan - Character,1
Camilla Hawke,1
Helena Hawke - Character,1
Kaariss (Dragon Age),1
Katoh (Dragon Age),1
Dalish Elves(Mentioned),1
Helena (Dragon Age),1
Every character I can squeeze in basically,1
that assassin dude,1
you know the one - Character,1
Jacen Trevalyan,1
Cremesius “Krem” Aclassi,1
Sky Watcher (Amund),1
dragon age sera,1
Blackwall pre-revelations,1
Somewhat self insert,1
Basically I'm not trying to not make it a self insert.,1
Thoryn Cousland,1
mahonan lavellen,1
Male Hawke (Referenced),1
Narrator,1
Bhodan (Mentioned),1
Kise Ryouta,1
Sebastian Michaelis,1
Levi Ackerman,1
Athran Lavellan,1
Cullen ru,1
noble inquisitor,1
Karasten (Dragon Age),1
Karashok (Dragon Age),1
Da'ean Lavellan,1
also Cullen is there briefly but as a terrible person so let's keep this out of his tag,1
Elias Trevelyan,1
Gideon Hawke,1
other characters who's rolls are too small to be worth tagging,1
Salvatore Amell,1
Philliam the Bard Trevelyan,1
Original Latina Character,1
any inquisitor works! (I think..! she's female though),1
but it's literally just them 2 through the entire thing save for a very brief cameo from harding,1
Plus the usual cast of companions etc,1
rasco lavellan,1
leliana nightengale,1
mention of Dorian Pavus - Character,1
mention of Iron Bull - Character,1
OCs (Hawke & Anders' twin children),1
OC Bethany Leandra Hawke (Hawke & Anders' daughter),1
OC Malcolm Anders Hawke (Hawke & Anders' son),1
Kina Tabris,1
Lindera Tabris,1
Talia Cousland,1
Mother Cousland,1
Danarius mentioned,1
Halward Pavus mention,1
lots of companions,1
twin Mahariel brothers (ocs),1
The Last Titan (Dragon Age),1
Isabela/Aveline (just a teensy tiny bit),1
Evan the Inquisitor,1
lilac hawke - Character,1
Peebee (Mass Effect),1
Suvi Anwar,1
Kallo Jath,1
other cameos I guess - Character,1
but thats the main #squad,1
Tevos (Mass Effect),1
Lexi T'Perro,1
rhys (mentioned),1
Inquisitor's twin,1
Stove,1
Soup - Character,1
Player (Stardew Valley),1
the whole Origins crew eventually,1
Lawrien Amell,1
Ciara Trevelyan,1
Epona Mahariel,1
Torph Brosca,1
Faren Tabris,1
Narascha Aeducan,1
Protagonist (Pokemon Sun & Moon),1
Godric (True Blood),1
Rasha Lavellan (OC),1
Leanathy (OC),1
Revasan Lavellan (OC),1
Ellas Lavellan (OC),1
Terys Lavellan (OC),1
platonic dorian/female inquisitor,1
dragon age morrigan,1
rhian surana,1
Original Female Mage Character,1
Male Trevelyan Inqiusitor,1
Paul Lockwood,1
Queen Fagora,1
Mikoto Hawke (OFC),1
Bunny | Cole's Sister,1
Keiran (Dragon Age),1
Various Dalish characters,1
Shailene Trevelyan,1
The Hanged Man,1
Madam Lusine (mentioned),1
Minor Varric,1
Minor Fenris,1
even more trevelyans,1
Implied Female Hawke,1
Flemeth (mentioned),1
Saoirse Lavellan (OC),1
Asdetheara Lavellan,1
mentions of the rest of the DAO crew,1
Eärendil,1
(last one mentioned only),1
Eadric,1
Basically the whole Inquisition crew,1
will probably add more later - Character,1
implied F! hawke,1
More Pending - Character,1
Barliman Butterbur,1
Nob (Tolkien),1
Bill Ferny,1
Bill the Pony,1
OC Twin Male Hawke,1
Tavish,1
Beval,1
Keira Metz,1
Only Sort Of - Character,1
Declan,1
Layla Norgreen,1
Falonu’venia,1
OC Female Lavellan,1
Yareth Adaar,1
Aizea Lavellan,1
Seamus Dumar (mentioned),1
Orsinio (Mentioned),1
all the crew,1
Gwen Lavellan,1
Fahleon - Character,1
Raya (OC),1
ao3 has three distinct tags for Solas and honestly if that ain't just canon,1
King Alistiar,1
Dragon Age Fan Companions,1
Mention of Hawke - Character,1
Shade(s) (Dragon Age),1
Wisp(s) (Dragon Age),1
Bentley the horse,1
Terror(s) (Dragon Age),1
Siefer Zeed,1
Bigby Wolf (The Wolf Among Us),1
Willow,1
Firiel [ Female Lavellan ],1
Willow [ Female Trevelyan ],1
Dragon Hanzo Shimada - Character,1
Various SCP Foundation Characters,1
Vampire Gabriel Reyes - Character,1
Connor | RK800,1
varric shows up for a bit,1
so does cassandra,1
this actually has a few of my own side characters,1
no big parts though,1
oh and - Character,1
at the end - Character,1
The Morrígan,1
Badb,1
Hannah Shepard,1
Orginal Charcters - Character,1
Junar (Dragon Age),1
Cassius Cousland,1
Carver Hawke/Merrill - Character,1
Male Mage Hawke/Fenris,1
Vertices Lavellan,1
Karris Lavellan,1
Tevinter Inquisitor - Character,1
Inquisitor Lucilla Radona,1
male inquisitors,1
Original minor female characters,1
Adalus (Original Male Magister),1
Vennon (Original Male Elf),1
Lucio (Original Male Magister),1
Non Warden Female Amell,1
Meckel,1
Original Orlesian Character(s),1
Spirits of the Fade,1
Mermaid Artemis,1
Captain Cullen - Character,1
Modern Artemis,1
Modern Cullen,1
Micah Lavellan,1
mentions of female Trevalyan,1
Leandra (Dragon Age II),1
Alec Hawke,1
Elizabeth Amell,1
Wilbur,1
Yerion Mahariel,1
Bran Eizenstern,1
Dragon Age Origins Companions,1
Dragon Age Origins NPCs,1
Dragon Age Awakening Companions,1
Dragon Age Awakening NPCs,1
Dragon Age II NPCs,1
Dragon Age Inquisition Companions,1
Dragon Age Inquisition NPCs,1
Minor characters from Dragon Age,1
Hallenon Souren Lavellan,1
Wyne,1
Aradia Eventide,1
Aradia Eventide (original character),1
Jaran Lavellan,1
The Forgotten Ones (Dragon Age),1
The Champion of Kirkwall,1
And So many others... I can't tag them all because we would be here all day,1
Custom Warden (Dragon Age) - Character,1
Meneris Lavellan,1
Catherine Halsey,1
Thel 'Vadam | The Arbiter,1
Original Drell Character(s),1
Fennix Lavellan,1
Matty Ursa (OMC),1
Theodreid Lavellan,1
Not inquisitor Lavellan - Character,1
Ambassador Lavellan,1
"Taliesin ""Drake"" Wulff (OC)",1
Taliesin Drake,1
Izot Wulff,1
LOTS OF OCs BASICALLY,1
Cait Wulff,1
Maxwell Hunter,1
Brigid Van Markham Wulff,1
Declan Wulff,1
Simon Tam,1
River Tam,1
"Hoban ""Wash"" Washburne",1
Zoë Washburne,1
Shepherd Derrial Book,1
Jayne Cobb,1
Eamon Guerrin (mentioned),1
Alistair Guerrin (briefly),1
original assassin character (dragon age),1
Female Surana (mentioned),1
Bann Fearchar,1
Numerous OCs for the sake of world building,1
A Different Male Lavellan,1
Signy Trevelyan (OC),1
Brunar (Dragon Age),1
Rogan (Dragon Age),1
Aleska Lavellan,1
Francis Novak,1
Maxwell Richards,1
Mirage Surana,1
Original Ferelden Characters,1
Carver Grey Warden,1
Bethany Circle,1
Female Brosca (mentioned),1
Varric (mentioned,1
Enchanter Sini,1
OC - Marek Asker,1
Everyone else in Dragon Age really,1
Dwarf!Rilenus,1
Aith Adaar,1
Guard Captain Jeven,1
literally everyone so I'm not going to tag them all since many of them have minor roles,1
Katya Trevelyan,1
Lavellan's Sibling,1
Psyche Lavellan-Rutherford,1
Mercy,1
Athim Boranehn,1
Banal'han,1
More OCs - Character,1
Templars (Dragon Age) - Character,1
Various Daemons,1
(lot of DA character),1
Various Character(s),1
They're all OCs,1
Ethalan Isenami Alhavenlan,1
Nero Kaaras,1
Clah Alhavenlan,1
Reese (OC),1
Female Dwarf Warden (Dragon Age),1
Jukka (Dragon Age),1
over 9000 OCs,1
Alex (Stardew Valley),1
Elliott (Stardew Valley),1
Harvey (Stardew Valley),1
Sam (Stardew Valley),1
Sebastian (Stardew Valley),1
Abigail (Stardew Valley),1
Emily (Stardew Valley),1
Haley (Stardew Valley),1
Leah (Stardew Valley),1
Maru (Stardew Valley),1
Penny (Stardew Valley),1
Caroline (Stardew Valley),1
Clint (Stardew Valley),1
Demetrius (Stardew Valley),1
Dwarf (Stardew Valley),1
Evelyn (Stardew Valley),1
George (Stardew Valley),1
Gus (Stardew Valley),1
Jas (Stardew Valley),1
Jodi (Stardew Valley),1
Kent (Stardew Valley),1
Krobus (Stardew Valley),1
Lewis (Stardew Valley),1
Linus (Stardew Valley),1
Marnie (Stardew Valley),1
Pam (Stardew Valley),1
Pierre (Stardew Valley),1
Robin (Stardew Valley),1
Sandy (Stardew Valley),1
Vincent (Stardew Valley),1
Wizard | M. Rasmodius,1
Guest appearance: All other Dragon Age Inquisition Characters,1
Original Female Character (MGiT - Lindarial),1
Bastila Shan,1
Juhani (Star Wars),1
Mission Vao,1
Seraphina Picquery,1
Henry Shaw Junior,1
Eve (Supernatural),1
Serran Levallen,1
Alexis Hawke,1
Larkspur Lavellan,1
Pippa Rutherford,1
Asta Rutherford,1
Next generation after Inquisition,1
But just in a couple places,1
Kolgrim (Dragon Age),1
mention of Goldanna,1
Rial,1
Minor M!Hawke,1
Filius Flitwick,1
Hedwig (Harry Potter),1
Ghost Lily Evans Potter - Character,1
Portrait Lily Evans Potter - Character,1
Dobby (Harry Potter),1
Ariana Dumbledore,1
all of them really,1
Riannon Hawke,1
Glen Trevelyan,1
Cam (OC Elven Rogue Mercenary),1
Rosalind Aeducan,1
Lynara,1
Ranalle Mahariel,1
isabella dragon age mentioned,1
Interrupting Jim,1
Bethann Hawke,1
Katie Hawke,1
Original Hawkes,1
some Solas,1
some Blackwall,1
some Varric,1
Blackwall | Thom Rainier (mentioned),1
Cremisius Aclassi | Krem (mentioned),1
Vera Hawke (OC),1
Havva Adaar,1
Balder Adaar,1
Antony Hawke,1
Jackson Trevelyan,1
Paige Brosca (OC),1
Skyhold Staff (Dragon Age),1
cassadra,1
Artemis Lavellan,1
Clarus Amicitia,1
Taliesin Lavellan,1
Aveline (mentioned),1
Huang Zi Tao | Z.Tao,1
Male!Surana,1
Fade Entity,1
Tranquil OC - Character,1
Fintan Trevelyan,1
Warden Elias,1
Talza Cherthand,1
Sann Daban,1
Kanstins,1
Gilliriel Mahariel,1
Mother Calrina,1
Mirlyn,1
Ser Tane Leibrahm,1
Original Orsimer Character(s),1
Mira Trevelyan,1
Inquisition crew.,1
Althea Lavellan,1
Lord Speckles the Hunter Shade Dracolisk,1
Daniel Pavus,1
will add more as they become relevant - Character,1
Female Adaar (Minor),1
nobles of Ansburg,1
Lots of Clan Lavellan OCs make minor appearances,1
wolves! - Character,1
Rand Anderson (OC),1
Roland Anderson (OC),1
Brigid Aeducan,1
supporting roles: two mabaris and some wardens that nobody cares for,1
original tevinter characters,1
Dog as himself,1
NOT AN X READER,1
Porter Gage,1
Lizzie Wyath,1
Mags Black,1
William Black (Fallout),1
Mason (Fallout 4),1
RedEye (Fallout),1
Paladin Danse (Fallout),1
Mackenzie Bridgeman,1
Trashquisition,1
Reader who isn't the inquisitor,1
blaesa cadash,1
(I'll add more as I go) - Character,1
krem de la creme,1
Coryphy-shite,1
OP OC - Character,1
probs a fuckton of other OCs,1
Banreas | Dirthamen,1
King Endrin Aeducan,1
Vaia Aeducan,1
Aribeth Tabris,1
Norah the barmaid,1
THE EMPEROR IS ALWAYS PRESENT IN OUR MINDS,1
the others only mentioned - Character,1
Sera (background),1
More will be added soon?,1
Alissa,1
Iseris Lavellan,1
Lucien Lavellan,1
Lazuli Aeducan,1
Imogen Tabris,1
Georgiana Cousland,1
Wesley Amell,1
Oris Brosca,1
Flynn Mahariel,1
Normandy Crew,1
Silvhen Lavellan,1
Male Elf Inquistor,1
Consus (Assassin's Creed),1
Dragon Age Origins Characters,1
Dragon Age II Characters,1
Élise de la Serre,1
Shay Cormac,1
Naomi McNamara (Original Character),1
Inquisitor OC,1
brief Cassandra Pentaghast - Character,1
brief Dorian Pavus,1
The Ironbull,1
Isabela (Dragon Age) Mentioned,1
Venna Tabris,1
Kiarra Mahariel,1
Willa Cadash,1
The Lich King (Warcraft),1
Darion Mograine,1
Thassarian (Warcraft),1
Koltira Deathweaver,1
Orbaz Bloodbane,1
Modern Female Rogue/Mage,1
707 | Luciel Choi,1
mc/reader - Character,1
Original Character(s) (Dragon Age),1
Surana's Parents - Character,1
Bucky Barnes,1
Jefferson,1
Jefferson (OUAT),1
Valkyrie,1
Hulk,1
Natasha,1
Steve,1
Bucky,1
Kaiden,1
Dean,1
Rasmir Sabrae (Original Character),1
other characters but they don't have lines,1
Eustace Morris,1
Everyone but Solas,1
And Leliana,1
krumgrom aeducan,1
Matthew Amell,1
Cameron Amell,1
Rinaya Surana,1
Hailey Cousland,1
Zathlan,1
Malikai Levallan,1
(they will all get introduced eventually),1
the Elven Pantheon,1
Oda Nobunaga,1
Toyotomi Hideyoshi,1
Tokugawa Ieyasu,1
Akechi Mitsuhide,1
Bree Amell,1
Солас,1
Эллана Лавеллан,1
Male Trevelyan (not Inquisitor),1
Lysas (Redcliffe),1
Warden Mistress Surana,1
Frederic Hawke,1
Samael Lavellan,1
Female Inquistor,1
Saren Arterius,1
Ambassador Udina,1
Citadel Council - Character,1
Original Mac Eanraig Characters,1
Minna Cousland,1
generic Lavellan - Character,1
(implied) - Character,1
Tamassrans - Character,1
Tatiana Gutierrez,1
Rithra (Original Tranquil Character),1
Lup (The Adventure Zone),1
Barry Bluejeans,1
Davenport (The Adventure Zone),1
Banal'ras,1
Kariel,1
Inquisitor Addar,1
female Hawke (mention),1
Warren Trevelyan,1
and mentions of dai characters throughout,1
mentions of the gang - Character,1
T'Aelin Adaar,1
Revas (OC),1
Equinox Vaharel,1
Solas's mamae,1
Dunkan,1
Woofy,1
Raleigh Becket,1
Mako Mori,1
Ethan Trevelyan,1
Adriana Alamilla,1
Edna the Housemaid,1
Frederic Trevelyan,1
Tracy Martel,1
Katya Zamalodchikova,1
Yekaterina Petrovna Zamalodchikova,1
elena hawke,1
Fem!quisitor Ishtarylin Lavellan,1
Korydwen Lavellan,1
Minor Cassandra Pentaghast,1
Ingrid an Sylfi o Hvitskottr,1
Dame,1
Calliope Lavellan,1
Original Villains - Character,1
background f!adaar,1
background varric,1
background sera,1
background chargers,1
Unnamed Warden - Character,1
Unnamed Dovahkiin,1
Cinders (Cinders),1
Prince Basile (Cinders),1
Jiyel Scholar (Seven Kingdoms),1
Emmett (Seven Kingdoms),1
Avalie (Seven Kingdoms),1
Corval Lady (Seven Kingdoms),1
Hamin (Seven Kingdoms),1
Hise Pirate (Seven Kingdoms),1
Zarad (Seven Kingdoms),1
Anaele (Seven Kingdoms),1
Arland Princess (Seven Kingdoms),1
Revaire Widow (Seven Kingdoms),1
really the gang all will get a chance to talk...,1
straight-up tease,1
Others (Dragon Age),1
literally all of inquisition eventually,1
plus a couple more,1
its a surprise!,1
Ollyn (OC),1
Kiella (OC),1
Elan (OC),1
Momma Hawke - Character,1
Listener (Elder Scrolls),1
Arnbjorn,1
Random Inquisition Guards,1
Mirabelle Ervine,1
Savos Aren,1
Halevi Lavellan,1
El Lobo Terrible,1
theodore hawke,1
Daern'thal (Dragon Age),1
other mentioned characters,1
Weylon (Dragon Age),1
Havard (Dragon Age),1
Kiaya Trevelyan,1
Skadi Mahariel,1
Assan Mahariel|Duncan Theirin,1
Tahjier Adaar,1
Taj Adaar,1
Mage Male Inquisitor,1
Thiliamir Lavellan,1
Miri Lavellan,1
multi-ocs,1
Sebastian Vael (background),1
Non-binary trevelyan,1
Liras Lavellan,1
Yuri Plisetsky,1
Christophe Giacometti,1
Lee Seung Gil,1
Lilia Baranovskaya,1
Briallen Lavellan,1
Finas (Hanna Is Not A Boy's Name),1
Declan and Kaleigh (twins),1
varric's biceps,1
Terrie (Dragon Age),1
Crossroads Demon,1
OC F!Inquisitor,1
mentions of morrigan and alistair,1
Orlais - Character,1
Ferelden - Character,1
a random Fereldan jerk,1
a random female Orlesian city elf,1
Willow Rosenberg,1
Alyn Hawke,1
Lark Hawke,1
Prosper Tabris,1
Warden Stroud (mention),1
Non-Inquisitor Cadash,1
Isabela (meantioned),1
Cullen (meantioned),1
Twinsheps - Character,1
"Archiban ""Doc"" Kimble",1
Female Jedi Knight | Hero of Tython,1
Original Nautolan Character,1
Female Republic Trooper,1
TwinQuisitors,1
will add more characters as I go along - Character,1
Sabriel (Old Kingdom),1
Kurama,1
Hiei,1
Yusuke Urameshi,1
Jareth,1
Crowley,1
Jem Carstairs,1
Vash,1
Riley Poole,1
Gren,1
Mugen,1
Spike Spiegel,1
Johnny Cade,1
Thelrand Lavellan,1
Bran Lavellan,1
Sasshole's OC: Eir'melana Lavellan,1
Sasshole's OC: Faeven Lavellan,1
Sasshole's OC: Alhasha'ise Lavellan,1
Curly,1
Tiny,1
Hero,1
Minor Ser Pounce-a-lot,1
Crestwood Dragon,1
Past Cailan Theirin,1
Mentioned Zevran - Character,1
Mentioned Morrigan - Character,1
Child Inquisitor - Character,1
Female Mage Warden (Deceased),1
Everyone will be there,1
and there will be cake,1
seriously there are many of my personal babies,1
maybe Anders?,1
the punisher - Character,1
Marguerite Dujardin,1
"""Guest Star"" Alternate Universe/Crossover Characters",1
Original Non-Warden Brosca(s),1
Salwyn Lavellan,1
Solus Prime,1
Male Hero of Ferelden,1
Alistair (Dragon Age) (in spirit),1
Alessia (Elder Scrolls),1
Hookfang (How to Train Your Dragon),1
Stormfly (How to Train Your Dragon),1
Akatosh (Elder Scrolls),1
Freya (Marvel),1
Meridia (Elder Scrolls),1
Basically just Cullen,1
imaginary/memories of Eilwyn Amell,1
Eve Surana,1
and two of them at that,1
several wardens,1
the awakening crew will be met later on,1
Prince Cousland - Character,1
Past Thomas Howe,1
Past Delilah Howe,1
Past Rendon Howe,1
Past Bryce Cousland,1
Past Fergus Cousland,1
Past Mother Howe,1
Esmerelle (Dragon Age),1
Eddelbrek (Dragon Age),1
Female Rogue/Mage Lavellan - Character,1
Avvar! Cullen,1
Leopold Hawke,1
Winged Nugs - Character,1
Zeveran,1
Sparrow,1
Several OCs,1
unnamed villan whooouuoo,1
dont worry hes a real guy,1
i think i've incorporated everyone(?),1
Amora (Marvel),1
Roombas - Character,1
Jarvis,1
Trans Female Lavellan,1
Male Trevelyan Inquisitor - Character,1
Original Female Human Rider Character,1
Lucican,1
Ria Allen,1
Varrick,1
Eldan Lavellan,1
that one spirit that did some things,1
OC - Nettie Dinlaselan,1
OC - Nero Kaaras,1
Iselan,1
Eolas,1
Spirit Healer - Character,1
Mentions the Whole Gang,1
Captain Rylen,1
Solivitus (Dragon Age),1
Adaar Parent,1
Valus Lavellan (OC),1
Dad Lavellan as a minor character,1
lots of shorebirds,1
Mistress Selby (Dragon Age),1
Champion the Marbari,1
Eiric Cousland,1
Askazim,1
Nerav Arducan,1
Sebastian Kaiser,1
Aldor of clan Frean,1
Kuno Stanley,1
Niklas Bohm,1
Urthemel,1
Toth,1
Andoral,1
General npc's,1
There will be way too many Characters,1
The Emperor of Old,1
f!Hawke (implied),1
Donnin Lavellan,1
Riryn Cadash,1
Gaspard,1
Human Mage Warden,1
Lhiannon Amell,1
Baratheon family (mentioned),1
The Night King - Character,1
Akaviri Dragonborn,1
Various Demon and Spirit OCs,1
Ethalan,1
Lucis - Character,1
Ellenci (OFC),1
Lanaya Alerion,1
Spurian Amantius,1
Levana Tamalin,1
Catullus Iustor,1
Grazham Trevelyan,1
Robert de Somonte,1
Arnald Seraine (OC),1
Dogtooth Zarru (OC),1
Fangs of Vimmark (OC Characters),1
"Engill ""Gil"" Dryton (OC)",1
Treva Hawke (AU from Kirkwall Freed),1
Mathis Hawke (OC),1
Dalish OC,1
Original Non Warden Female Amell,1
Original Non Inquisitor Female Lavellan,1
Original Non Inquisitor Male Trevelyan,1
Plus size modern woman,1
Baby Pavus Trevelyan,1
original inquisition scout,1
original inquisition mage,1
Pmuch everyone from the game,1
Original Female Character (Dragon Age),1
Jasmine,1
The Formless One,1
Maurevar Hawke,1
Aveline Vallen(Mention),1
Corinne Delon,1
f!Dragonborn,1
Flemeth(Dragon Age),1
Akatosh(Elder Scrolls),1
a small elf boy,1
Avikaht Hawke,1
British royals original characters,1
very stoned Solas,1
Elias Lavellan,1
Jaras Lavellan,1
Original Female Companion,1
basically everybody in DA:O,1
Rowen Hawke,1
Rose Trevelyan,1
Kalliah Surana,1
mentions of other companions but yeah,1
Trevelyan Family Members (OCs),1
Grace Trevelyan (OC),1
Morinthe Lavellan,1
Michel de Chevin (mentioned),1
Fenlin Lavellan,1
Rahlen Theirin,1
Rasha Lavellan,1
Oran Mac Eanraig,1
Gilbert Mac Eanraig,1
Rion Lavellan,1
Original Character Trevelyan(s),1
Modern Character - Character,1
Merrill-Mentioned,1
Female Hawke-Mentioned,1
Isabela-Mentioned,1
Anders-Mentioned,1
Leandra Hawke-Mentioned,1
Bethany Hawke-Mentioned,1
Original Orlesian Warden(s),1
Stroud's Moustache,1
various canon Grey Wardens,1
the Kirkwall crew makes various cameos and Fenris bitches about mages because of course he does,1
female tabris (implied),1
Ser Wesley Vallen,1
Priestess of Mara,1
Various Elder Scrolls Characters (Mentioned),1
The Dark Brotherhood (Mentioned Only),1
Sithis (Mentioned Only),1
(do we really have that many tags for inquisitors???),1
Zaphyr Lavellan,1
Venaris Lavellan,1
all cast,1
that surgeon lady in skyhold,1
viv but only for a lil,1
dogs - Character,1
Aminthia - Character,1
and the rest of the gang are here too,1
Adrian Levellan,1
Max (Black Sails),1
Anne Bonny,1
various other demons,1
Altmer (Elder Scrolls),1
Schmooples (Dragon Age),1
Cameos from your skyhold favs,1
Talessa Trevelyan,1
Human Justice,1
Camber Cousland,1
Seneshcal Varel,1
Burrow the Mabari,1
Io Mahariel,1
Mainly three oc's - Aurora,1
Abby,1
Emily,1
Capria Trevelyan,1
Inquisitor Anders - Character,1
Twin Inquisitors - Character,1
she's me!,1
Amarantha Lavellan,1
Sonika Hawke,1
Major characters from Inquisition,1
NPCs given voices,1
and assassin doub,1
AO3 Tag Wranglers,1
Sarlacc (AO3),1
Rhaegar Hawke,1
Abner,1
Vivienne - Madame de Fer,1
Valeria Wythinghall (OC),1
Male Khajiit,1
Original Female Khajiit Character(s),1
a bunch of others that I am too lazy to tag,1
mentions of malcolm and leandra hawke,1
Spork the Cat,1
Guylian (Dragon Age),1
Aithlin Ghilain,1
Morgynn Trevelyan - Character,1
Belle Trevelyan,1
OC: Valoll,1
Riordan (mentioned),1
Cullen (mentioned),1
Everyone!,1
Templar Sebastian Vael,1
Sister Natalie (Minor OC),1
guest appearances from various Awakening characters,1
And Lots of OCs,1
Leander Lavellan,1
The First (Darkspawn),1
Hawke and Co (Dragon Age),1
different OMC than mentioned above,1
Mel Trevelyan (original character),1
Ponchard de Lieux,1
Male Persona 3 Protagonist,1
Yuuki Makoto,1
Arisato Minato,1
Алистер Тейрин,1
Король Алистер,1
Алистер,1
Сурана,1
Lacy Harding,1
Original Non-Champion Hawke,1
Finetia Hawke,1
Singleton,1
Myron Shaw,1
Luis,1
Dahlia,1
Niera Surana (OC),1
Varric Tethras mentions,1
Wolf (Young Justice),1
Conner Kent,1
Thea Queen,1
Dinah Lance (Arrow),1
Trudarwethin Falassion,1
Anais Surana,1
Verana-Kathryn Trevelyan,1
Marianne Desmarais (OC),1
Le Loup Garou (OC),1
Loghain MacTir,1
Aldous (Dragon Age),1
Synth Shaun,1
Cast of Inquisition,1
Various characters from Fallout 4,1
a random arachnid,1
El Mahariel,1
vampire inquisitor,1
and that includes Bodahn,1
in short: the whole bunch,1
Vaelyswen Caradriil,1
Nord Dovahkiin | Dragonborn,1
Young Woman,1
Kirkwall Nobility,1
Alyn Shir,1
Female Tabris Warden,1
Possible Solavellan Child(ren) (Dragon Age),1
Male Amell | Lucian,1
but we know you came here for those two,1
Alyna Trevelyan,1
Sir Gilmore,1
Ban Teagan,1
Stray Dogs and Cats,1
Kaldur'ahm (DCU),1
Kon-El | Conner Kent,1
Zatanna Zatara,1
Cassie Sandsmark,1
Barbara Gordon,1
