key,value
brief mentions of the others,1
Althrael Lavellan,1
mentioned Female Cousland,1
mentioned Alistair,1
basically the rest of the cast,1
Kazuma,1
Thugs,1
Sera mentioned,1
Male Lavellan x 2,1
Liaj Lavellan,1
Lena Trevelyan,1
Redaynn,1
Redaynn Trevelyan,1
Original Female Inquisitor (Dragon Age),1
Vaas Lavellan,1
Leo Fitz,1
Dragon! Inquisitor,1
Dragon! Dovahkiin,1
I won't tag them all,1
Characters in skyrim mentioned,1
Bard of Skyhold,1
Berwick - Character,1
Mentioning of the inner cirlce,1
Blackwall - mentions,1
Friendly Spirit,1
Shael Lavellan,1
Irsalaera Lavellan,1
Cat OC: Messare Sparklepaws,1
Asmundr Aeducan,1
Viriann,1
Quroh,1
Emery Theirin,1
Knight Commander Harrith,1
Sebastian Vael/Female Hawke,1
Female Hawke/Anders - Character,1
Other assorted Potterverse characters,1
dog's here too!,1
Taethath,1
Taethath Serdanhia,1
Ianehn Lavellan,1
Keira Cousland,1
Ser Herbert Gwent (original character),1
Lord Gunther (original character),1
Non-Mage Inquisitor,1
Nameless Male Character,1
Solas' Agent,1
Implied Cullen/Trevelyan,1
Basically everyone will be mentioned at some point,1
The Cast of Trespasser,1
Ser Emris (OC),1
Queen Anora Theirin,1
Ell'ana Lavellan,1
The Doll,1
Tanwen Trevelyan,1
Iuen Trevelyan,1
Emery Theirin - original character,1
I'm not going to tag everyone in the game,1
Non-Human Inquisitor,1
Triss Trevelyan,1
Esny Lavellan,1
Taren Lavellan,1
Real Cole (Dragon Age),1
Merrill is technically there but I don't think I actually mentioned her whoops,1
Other Dragon Age 2 Character(s),1
Oberyn Lavellan,1
Melisandre Trevelyan,1
Servants - Character,1
Isabela - mention,1
Isabeau Trevelyan,1
The Reader,1
Aella Cousland,1
Varric cameo - Character,1
Sister Rejeanne,1
ambiguous Warden Companions,1
Ori Lavellan,1
several others - Character,1
Serana Lavellan,1
many people with many regrets,1
Sweeney (Dragon Age),1
Mage (Dragon Age) - Character,1
Fonst (Dragon Age),1
Luvan (Dragon Age),1
Gravid (Dragon Age),1
Boson (Dragon Age),1
Rhonus (Dragon Age),1
Ambiguous Hawke - Character,1
Neranna Cadash,1
mentions of the DA2 Cast,1
Solavellan Baby,1
Malaina Surana,1
Mior Andras,1
fem!Alistair Therein,1
female companion,1
Kya Amell,1
Marius Hawke (OC),1
trans!Hawke,1
Female Templar - Character,1
Female Baker,1
Viserys Lavellan,1
Female Cousland Warden,1
Kirin Lavellan,1
Legion of the Dead - Character,1
Talasala Adaar,1
Child Cousland,1
Kimani Trevelyan,1
Nashan Lia,1
Rue Cadash,1
Sorcha Trevelyan,1
Misha Cadash,1
Marianna (mage) Hawke,1
Flemeth (referenced),1
Duncan (referenced),1
Not the Advisors Though,1
Evune Ellasin,1
Unnamed Admirers,1
Riel,1
Hissrad (Iron Bull),1
Unsuspecting Templars,1
Pretty Princess - now making an appearance,1
Mentions of Krem,1
Anders' Ghost,1
Mentions of Malcolm and Bethany Hawke,1
Nieven Lavellan,1
Dali Cadash,1
Thogarn Aeducan,1
Gwaine Trevelyan,1
Adelind Trevelyan,1
Orari Lavellan,1
Rin Lavellan,1
Corix Lavellan,1
Ether - Character,1
Carver Hawke (Minor Character),1
Varric Tethras (Minor Character),1
Isabela (Dragon Age) (Blink And You'll Miss It Character),1
Merrill (Dragon Age) (Blink And You'll Miss It Character),1
Cassandra/Inquisitor children,1
Mentions of male mage Lavellan,1
Tommy Oliver,1
Ru'riro,1
any inquisitor you want i left it vague,1
Ithilwen Lavellan,1
The Rutherford children,1
Gender Fluid Inquisitor,1
Mage!Cullen - Character,1
Teenage Female Adaar,1
Emeline Cross,1
Sutherland and Company,1
Male Revan - Character,1
Researcher Minaeve,1
Rhyleigh Trevelyan,1
Fen'Asha,1
Shianni (mentioned),1
various other minor red templars and grey wardens,1
also the rest of the Chargers,1
Lucas Lavellan,1
Male Dog,1
More characters to be added - Character,1
Nikolai Trevelyan,1
Darius Hawke,1
Purpose (OC),1
Mabari Puppies - Character,1
Winter the Mabari,1
vena meneva,1
Howard Stark,1
Various Dragon Age 2 Character(s),1
Pre-Canon - Character,1
A bit of post-canon,1
Joshephine,1
Garrett (Dragon Age),1
Kelan Lavellan,1
(indirectly) - Character,1
Non-Warden Surana,1
Mira Samson,1
Female Mage!Cousland,1
Camlen Lavellan,1
Adahlris Lavellan,1
Will add more - Character,1
Literally almost everyone will be in this,1
Jason Trevelyan,1
Miriella Cousland,1
OC Orlesian Wardens,1
various oc characters,1
Nehn Lavellan (OC),1
everyone I can't think of right now,1
Rutherford Twins,1
Nana Mihris,1
pet dog - Character,1
Admiral Hackett,1
Woolsey (Dragon Age),1
Genderqueer Sigrun,1
Mischa (Dragon Age),1
Sorcha (Dragon Age),1
Insert your own Lavellan,1
so like basically everyone,1
Lancelot (Merlin),1
Gwen (Merlin),1
Morgana (Merlin),1
Greg Lestrade's Children,1
Sage (wolf),1
Ian Hawke,1
various dragon age inquisition characters,1
Livi Cadash,1
Roderick (Dragon Age),1
Karrin Murphy,1
Thomas Raith,1
Mareya Lavellan,1
Nara Trevelyan,1
sariel navheran,1
Gethin Forney (OC),1
Karen Forney (OC),1
Maire Forney (OC),1
Seidreyl Lavellan,1
Bor'adahlen,1
solas (background),1
Solas|Fen'harel (mention),1
and of Fergus and Bryce,1
Original Male Elf,1
original female elf,1
Tama,1
breif Cassandra,1
very brief Blackwall,1
Jolly the Hart,1
guess you could say:,1
Madeleine Trevelyan,1
Bethsaida Lavellan,1
Pre-Justice Anders,1
Maxime Dupond,1
Rafael Larue,1
mentioned Samson,1
Sera (Dragon Age Inquisition),1
Leliana (Dragon Age Inquisition),1
Joesphine,1
Orghen,1
Johanna Mahariel,1
Duke Cyril,1
Cole - Mentioned,1
Saeda Corvus,1
Mariella Trevelyan,1
pretty much everyone's in it in some way,1
The Fade - Character,1
minor appearances from other characters - Character,1
Original Salarian Character(s),1
Original Female Turian Character(s),1
Oshalia Trevelyan,1
Jim the Unlucky Inquisition Officer,1
Baby Theirin - Character,1
Fen'nas,1
Bobber,1
Foxy Fortitude,1
unfinished and discontinued - Character,1
Zara Trevelyan,1
Sayenli Adaar,1
no actual merrill but she is with them,1
Ghanima Lavellan,1
Gia - Original Character,1
Maggie - Original Character,1
Woofy the amazing dog,1
Queen Elissa (Dragon Age),1
Callie Josephine Trevelyan-Original Characters,1
Melania Pavus-Original Character,1
Red Templar!Cullen - Character,1
Girl with the Griffon Tattoo,1
Smith (Dragon Age),1
Redcliffe Twins (OCs),1
Varric (reference),1
Mentions of the Inquisitor,1
Calenhad the Mabari,1
Elizabeth Midford,1
Edward Midford,1
Angelina Dalles,1
Francis Midford,1
Ciel Phantomhive,1
various guards,1
Garthe Hawke,1
the whole house and then some,1
Byron (Dragon Age),1
Arliah Hawke,1
Hero of Ferelden (mentioned),1
Manon Tabris (mentioned),1
Eponine Lavellan,1
Dom Solas - Character,1
Saffron Lavellan,1
Female Child Hawke,1
Baby/Child Bethany & Baby/Child Carver,1
Agent Koenig,1
Hari,1
Minor Inner Circle,1
mentions of the other characters - Character,1
several nameless and unimportant Orlesians doing what they do best,1
fear demons - Character,1
Josephine Montilyet (Dragon Age),1
Oswyn (Dragon Age),1
Fergus Cousland (Dragon Age),1
Oriana Cousland (Dragon Age),1
Oren Cousland (Dragon Age),1
Nola (Dragon Age),1
Stenishok,1
Isetriel Lavellan,1
Ethan Hawke (m!Hawke),1
Illeah Lavellan (f!Lavellan),1
Kallianne Cousland (f!Cousland),1
Nosey Nobles,1
Orlesian(s),1
OCs sorry,1
Solas (absent),1
Lots of OCs ;),1
Malmuira Lavellan,1
Avira Lavellan,1
Pup,1
Elves (Characters),1
Dwarves (Characters),1
Humans (Characters),1
Divine Theodosia II,1
Except Blackwall,1
shit - Character,1
I forgot Blackwall,1
what the fuck - Character,1
Wait I didnt forget Blackwall,1
Oh phew,1
Shit i scared myself a little there,1
Lessa,1
Alister Theirin,1
Phantom,1
Watcher - Character,1
Ethan Cousland -Ghost,1
all the dragon age gang,1
Cullen's Dog,1
Merin Amell,1
Tranquil!Inquisitor - Character,1
Mention of Anders,1
Secret Companion - Character,1
Kerowen Trevelyan,1
Jonin Trevelyan,1
Millicent Trevelyan,1
James Hawke,1
Roboute Guilliman,1
Lorgar (WH40k),1
Magnus (WH40k),1
Eien-Imallia Monette,1
Fake Solas,1
Great-Aunt Lucille,1
mustache twirling magister,1
Zombies - Character,1
Kata,1
Anastherian Lavellan,1
Aeveth Trevelyan,1
he's a main for about half and then Fenris Merrill and Aveline get cameos or passing mentions,1
Krem Aclassi,1
Alana Trevelyan,1
Not even about to tag every single character,1
Self Insert Blood Mages,1
Me and my friend Tayler,1
A lot of chantry and templar people,1
Haskill,1
Solas (in passing),1
Female Inquisitor (before she was the Inquisitor),1
The Inquisitor (In Potentia),1
Justice - now as his own person!,1
Will add more as they appear,1
will tag more characters as they appear - Character,1
Rees Amell (Not!Hawke),1
Rees and Fenris centric,1
Rees Hawke,1
Inquisitor Companion,1
Zathrian (thing 1),1
Elannis (thing 2),1
(thing 1 and thing 2 are also known as their babies),1
Cahir,1
Meravas Adaar - Character,1
Ketojan Adaar,1
Flour (OC),1
Shepard (OC),1
and all other characters I forgot,1
Brisa Trevelyan,1
Aiyana,1
Lara Cousland,1
Theron Tabris,1
Female Herald - Character,1
Female Rogue Herald,1
ElyssaCousland's OC,1
Original Non-Warden Tabris,1
OC - Original Character - Character,1
and the rest of the party,1
Master Taniel,1
Olafin,1
Eithne Theirin,1
Eithne Cousland,1
Seraphina Lavellan - Character,1
Mihrana,1
Rest of Dragon Age Gang,1
brief others mention,1
OC Mahariel,1
Previous Story Character,1
Mentions of other Dragon Age OCs,1
Mention of Dorian,1
Mention of Varric - Character,1
Mention of Sera,1
the gangs all here - Character,1
Vayla Lavellan,1
Brief Taevan Lavellan,1
Callis Cousland,1
Raze (Mabari),1
Rynne Hawke,1
Miscellaneous Dalish,1
Non-Warden Tabris - Character,1
Other Character,1
Other Mage Character,1
Female Mage OC,1
Maric (mentioned),1
Cailan (mentioned),1
Duncan (implied),1
Alistair (implied),1
Kalliana Tabris,1
Female Mage Surana,1
Sylvan Lavellan,1
Numin Lavellan,1
Kutelek Adaar,1
Urdnot Bakara | Eve,1
Urdnot Mordin,1
Justice!Bethany - Character,1
First Enchanter Lydia,1
Gay mages,1
my sons - Character,1
darlings - Character,1
angry kitchen maid,1
Dai Trevelyan,1
Nazek Adaar,1
Avalis Lavellan,1
girl not from thedas,1
Meical Lavellan,1
Cerridwyn Surana,1
Anders (briefly),1
Varric Tethras (briefly),1
Really Everyone,1
Raul Tejada,1
Lily Bowen,1
Rex (Fallout: New Vegas),1
Evarra Lavellan (OC),1
Max Caulfield,1
Warren Graham,1
Ëonwë Lavellan,1
Fairel,1
Edmund Trevelyan,1
The Doctor (yes The Doctor you read that right),1
A Shade Pretending To Be Cullen,1
Lady Rebeakah Hawke,1
Human - Character,1
Jamie Hawke,1
the real blackwal,1
warden gordon,1
and the rest of the crew,1
Evin Lavellan,1
Antivan healer,1
Sylvie Foresterr,1
honestly it could be everyone,1
Erafen Lavellan,1
all the characters are only mentioned in passing,1
Bryn Cousland,1
Raven (OC),1
Alex (OC),1
Benoit du Lac,1
Serafina Hawke,1
Magister Atlas - OC,1
Lazarus Trevelyan,1
Hawke(brief mention),1
Varric(brief mention),1
Merrill(brief mention),1
Arl Eaming,1
fenin'lin lavellan,1
oswin lavellan,1
assortment of background characters,1
not inquisitor yet,1
Solas / Fen'Harel,1
mentioned - Hero of Fereldon,1
mentioned - Leliana,1
mentioned - zevran,1
mentioned - Sten,1
mentioned - oghren,1
Marabi,1
Olive the Worgen,1
Risa Trevelyan,1
That statue of Andraste,1
Ser Stroud,1
Now Presenting as a Dude Isabela,1
Marianna Trevelyan,1
Rhiannon Trevelyan,1
Adrian (Bjorn) Trevelyan,1
Fion Samson,1
Deidre Barnett,1
Lots of minor characters,1
Kirkwall Misfits,1
Isabela Rivaini - Character,1
Merryn Cousland,1
Other canon character mentions,1
Scarlett Voxx,1
Brenan Cousland,1
Faridah Malik,1
Francis Pritchard,1
squirrel,1
Yven Mahariel,1
slave!lavellan,1
Melkor,1
Sauron,1
Morwenna Hawke,1
cullens dog,1
Random orlesians,1
malfinneth lavellan - Character,1
random Orlesian nobles,1
That bottom-pinching nobleman,1
noblewoman who clearly ships cullrian,1
Da'asha Adaar,1
Nuray Lavellan,1
Malik Al-Sayf,1
Daryl Dixon,1
Micheletto (Borgias),1
Leslie Withers,1
Heiwajima Shizuo,1
Orihara Izaya,1
"Ruben ""Ruvik"" Victoriano",1
Maou Sadao | Satan Jacob,1
Ashiya Shirou | Alciel,1
Joseph Oda,1
Jodie Holmes,1
Aiden (Beyond: Two Souls),1
The Others,1
Melori Lavellan,1
possibly my mahariel from DA:O,1
MAYBE LIKE IDK WHERE THIS IS GOING TO GO OKAY,1
I'm to lazy to write them all,1
Trevelyan family members,1
Other Rutherford Family Members,1
Inquisitor's Child,1
Enathera Lavellen,1
Arcanist Dagna,1
The Nug King,1
The Tree Sprite,1
The Bar Wench,1
The Town Bard,1
The Vicar,1
The Constable,1
The Bann,1
And the Little Girl,1
Barkspawn the Mabari,1
minor Sera,1
minor Varric Tethras - Character,1
Random-ass scout that I think I'm going to make Becky in the future,1
Madam Vivienne,1
Balthazar (Supernatural),1
Kevin Tran,1
Michael (Supernatural),1
Samandriel (Supernatural),1
Benny Lafitte,1
Alastair (Supernatural),1
Hannah (Supernatural),1
Dick Roman,1
Linda Tran,1
Abaddon (Supernatural),1
Cole Trenton,1
Azazel (Supernatural),1
Garth Fitzgerald IV,1
Bela Talbot,1
ellana's clan,1
Irah Lavellan,1
half of kirkwall,1
And add some.,1
Helena Pentaghast (OC & Alistair's queen),1
Alistair (Solo),1
orana makes a cameo,1
minor josephine,1
creepy fade versions of their friends,1
Vaughan Kendalls (Dragon Age),1
Cullen Rutherfor,1
Nira Lavellan,1
Sanada Ryou | Ryo Sanada,1
Sylvie Forester (OC),1
Enansalis,1
Delani Lavellan,1
OC elf,1
apostate,1
Ares Cousland,1
Atashi Adaar,1
Wendy (Grey Warden),1
she just shows up for some sass real quick,1
Ser Venton,1
and more background people idk,1
harel lavellan,1
Gwinevere Cousland,1
wren adaar (OC),1
anders (first person),1
Ser Tamrah,1
Seeker Kathyra (OC),1
oc Zath'ael,1
Lou,1
Austin,1
Carys,1
Georgina,1
some OC's,1
The whole Inquisition cast and crew at least breifly,1
Evinn Trevelyan,1
Lavellan's Parents,1
Inqu,1
Samantha Lavellan,1
Minerva Surana,1
Merrill (Minor appearance),1
oc cadash,1
Alex Cousland,1
et al,1
Varric Tetras,1
The scholar,1
Nirya Lavellan,1
liluth lavellan,1
Female Hawke (briefly),1
Hadley,1
Recruit Rutherford,1
emairi lavellan - Character,1
Saoirse Trevelyan,1
Chip the Wonder Mini Schnauzer,1
some others have minor appearances,1
Linnea,1
Tia Brosca,1
Rajmael,1
Divine Renata,1
Lord Demetrius,1
Hissra Adaar,1
Leilyn Trevelyan,1
Casper Trevelyan,1
Celene Hawke,1
F!inquistor,1
Next Generation OCs,1
Cyrel Lavellan,1
pre-cullen/lavellan,1
I don't think I'l have them get together in this fic but it definitely happens in the future,1
Hiro Hamada,1
Tadashi Hamada,1
Akira Hamada,1
Solas/Fen'harell,1
Lywc Nancevel,1
Lywc Trevelyan,1
Aelethenn Amell,1
Solas/Fenharel,1
Trystan Vael,1
Gawyn Hawke,1
Mairead Cousland,1
many mentions of others,1
Fenris(Leto),1
Spirit of Wisdom,1
Spirit of Peace,1
Cerewyn Tabris,1
Dany Therin,1
Danyelle Therin,1
Warden Commander Therin,1
Ilayna Therin,1
Candelabra Fist Pentacrap,1
a lot of people yo,1
Nesira - Character,1
Max Rutherford-Pavus (OC),1
Very background Samson,1
Thane Svarah Sun-Hair,1
Justice Karl Thekla,1
Brief Leliana,1
Brief Cassandra,1
dragon!Hawke - Character,1
Eleniel,1
Georgiane Trevelyan,1
everyone will show up eventually,1
templars - dragon age,1
various mages,1
Pretty much the whole cast in one way shape or form,1
Branna Cadash,1
Fem!Shepard,1
Urz (Mass Effect),1
The Illusive Man,1
Gavin Archer,1
All of them eventually,1
Widdle,1
Bethany the Dracolisk,1
Andromeda Trevelyan,1
others to be added as they appear,1
Ezekiel | Gadreel,1
Chara (Undertale),1
Solas/Lavellan - Character,1
Fereldan lady OC,1
various Wardens and Inquisitors,1
other characters are likely to make appearances,1
Vhenan Lavellan,1
Revaslen Lavellan,1
Mentioned other Templars,1
Mentioned characters who work in the Blooming Rose,1
Mentioned mage!Hawke and Varric,1
Blackwall and Sera cameo,1
Regina Trevelyan,1
Alain Lavellan,1
Arielle Amell,1
Elena Trevelyan (Original Character),1
Kang the Mad,1
Mentions of OC Trevelyans,1
Niall Lavellan,1
Ayva Lavellan,1
Evon (Original Character),1
Lucy (Original Character),1
Colin the donkey,1
Mention of Karl Thekla,1
the poor scouts,1
The Breach,1
Non-specific female Lavellan,1
Marianne,1
Bog King,1
Roland,1
Dawn,1
Sunny,1
MarianHawke,1
You heard me - Character,1
Yellin,1
Knight-Captain Cullen (lol),1
Female Lavellans,1
Katja Trevelyan,1
Dalla,1
Lord Chancer de Lion,1
Herald,1
Ena'Atisha Lavellan,1
Teirin (OC inquisitor),1
Empire of the Hawke,1
mage warden-commander,1
Leliana Nightingale,1
Clare (Claymore),1
Miria (Claymore),1
Helen (Claymore),1
Deneve (Claymore),1
Yuma (Claymore),1
Tabitha (Claymore),1
Cynthia (Claymore),1
Sentinel Elves (OCs),1
Elsa Trevelyan,1
Minor Corypheus,1
Minor Livius Erimond,1
Minor Florianne de Chalons,1
Pell Lavellan,1
Lord Amell,1
Lady Amell,1
Tarleton Howe,1
The Grinch,1
Baizyl,1
Loilinar Ivo,1
Denek Helmi,1
Delala Dace,1
a kitten called Cat,1
someone completely unworthy,1
Knight-Captain Bennet Hastings,1
Knight-Lieutenant William Hague,1
Highland Ravager,1
Dragonlings - Character,1
Samahl Lavellan (Blanska's OC),1
Joriah Everard (Móni's OC),1
Yael Mountell (Blanska's OC),1
Minaresca Trevelyan (Móni's Inquisitor),1
anders (mention),1
artemis hawke (mention),1
Avelin,1
Aren,1
Mabashi (Bleach),1
Aunn Aeducan,1
Angelique Amell,1
Cath,1
Ronan Cousland,1
Iseri Lavellan,1
Taralynerial,1
Silverfinger (Yvad),1
Inquisition templars,1
Joshel (OC),1
Matthias Hawke,1
Tenth Doctor (duplicate),1
Eleventh Doctor,1
The Doctor (Hurt),1
Twelfth Doctor,1
Fifth Doctor,1
Nyssa of Traken,1
all minor characters though,1
also random human hunters,1
there are a few others but they're only mentioned once,1
Senior Garrett (Old Thief),1
Garrett (New Thief),1
Hawke is a jerk,1
Aeryth Lavellan,1
Raewyn Lavellan,1
Lieutenant Mallory,1
Mysterious Figure A,1
Mysterious Figure B,1
random Orlesian nobility,1
Celyse Lavellan,1
Killian Jones,1
Ramsay Bolton's Dogs,1
Roose Bolton,1
Jaqen H'ghar,1
Grace | Paige,1
Elsa (Once Upon a Time),1
Anna (Once Upon a Time),1
Hans (Once Upon a Time),1
Kristoff (Once Upon a Time),1
Femquisitor Lavellan,1
Zevran's son,1
Rogue Female Lavellan,1
Camryn (OC),1
Aysun (OC),1
Peggy Carter (mentioned),1
Erimond,1
