key,value
Hathor / Daniel Jackson,1
Jack O'Neill / Elizabeth Weir,1
Ronon Dex / Evan Lorne,1
Bra'tac / George Hammond,1
Bra'tac / Hathor,1
Teyla Emmagan / John Sheppard,1
T. J. Johansen / Nicholas Rush,1
Sam Carter / Narim,1
Carolyn Lam / Cameron Mitchell,1
Sam Carter / Nicholas Rush,1
Ba'al / Sam Carter,1
Sam Carter / Jack O'Neill,1
Jennifer Keller / Alicia Vega,1
Female Lavellan / Twins,1
Glory / Selene,1
Solas / Female Lavellan (Background),1
Varric Tetheras / reader,1
Varric Tetheras / you,1
Dirthamen / Original Character(s),1
Aelynthi / Victory,1
Female Original Character / Cullen Rutherford,1
Banana (ship),1
South Italy / Spain (Hetalia),1
Netherlands / Portugal (Hetalia),1
Zevran Arainai / m!Warden / m!Warden,1
Zevran Arainai / m!Mahariel,1
Zevran Arainai / m!Amell,1
m!Amell / m!Mahariel,1
m!Amell / m!Mahariel / Zevran Arainai,1
Bryce Cousland / Nell Cousland,1
Father / Daughter - Relationship,1
Nell Cousland / Alistair Theirin,1
Zevran Arainai & Original Character(s),1
Male Lavellan & Female Trevelyan,1
Sebastian Vael / female Hawke - Relationship,1
Anders / Zevran Arainai / Fenris,1
Anders / Zevran Arainai / Fenris / Male Hawke,1
Dirthamen / Deceit / Fear / Des / Selene,1
Deceit / Des,1
Fear / Des,1
Dirthamen / Des,1
Leliana / Lace Harding,1
Warden & companions,1
Original Characters / Original Characters,1
Anders x oc,1
Sera & Female Trevelyan,1
Hawke / Isabela / Merrill,1
James Vega /  Female Inquisitor,1
Sera / Qunari,1
Hoa Lavellan / Takaleth Trevelyan,1
Male Tabris & Male Mahariel,1
Fergus Cousland / Original Female Character(s),1
Non-Inquisitor Lavellan / Cullen Rutherford,1
Dorian & OFC,1
Mentioned iron bull / Dorian - Relationship,1
TBD--,1
Revan / Zevran,1
Male Aeducan & Male Brosca (Dragon Age),1
Varric Tethras / Anders,1
Anders / Female Mahariel (Dragon Age),1
Duncan (Dragon Age) / Quintas Navale,1
Maevaris Tilani / OC,1
Elandrin / Adalene,1
Dalish elf / Human,1
Emerald Knight / Human,1
Female Mahariel & Morrigan (Dragon Age),1
background Leliana / Female Mahariel,1
Male Cadash & Varric Tethras,1
Solas / Original Female elven Character(s),1
Female Tabris / Zevran Arainai (mentioned),1
Female Surana / Male Trevelyan,1
Isabela / Merril,1
mentioned Cullen Rutherford / Female Trevelyan,1
Female Amell / Male Surana,1
Evangelea Trevelyan / Varric Tethras,1
Varric Tethras / Inquisitor Trevelyan,1
Varric Tethras / Human Inquisitor,1
Varric Tethras / Mage Inquisitor,1
Female Mage Inquisitor / Varric Tethras,1
Female Mage  /  Iron Bull,1
I guess? - Relationship,1
Cassandra / Rogue Trevelyan,1
Lavellan / Krem / Solas / ???,1
Aeduan x Iseult,1
Safi x Merik,1
Cullen x Safi,1
Cullen Rutherford / So Many Templars,1
Varric Tethras & Garen Tethras,1
future solavellan,1
Merrill & Warden (Dragon Age),1
Original Female Character / Rylen (Secondary),1
Male Inquisitor & Vivienne,1
Male Inquisitor & Blackwall,1
Male Inquisitor & Cole,1
Female Mahariel / Alistair Theirin,1
Zevran / female warden (dragon age),1
Zevwarden,1
zevran / female cousland (dragon age),1
To be decided...,1
Fenris(DA2)  / Original Female Character(s),1
past Anders / Mage Hawke,1
Female Tabris & Shianni & Soris,1
Female Cadash & Solas,1
Cadash & Solas,1
Eventual Carver Hawke / Original Female Character,1
implied Female Warden / Zevran Arainai,1
Minor Male Hawke / Anders,1
Male Hawke /  Anders,1
Female Inquisitor & Wisdom,1
Sola & Wisdom,1
Lucio (The Arcana) / Reader,1
Isabela / Justice (Dragon Age),1
Aquinea Thalrassian / Original Female Characters,1
Male warden / Cullen (bromance-flirt),1
Hyuuga Hinata / Uchiha Sasuke,1
Josephine Montilyet / Uchiha Itachi,1
Renn / Valta (Dragon Age),1
Anders / Male Hawke / Sebastian Vael,1
Female Surana / Velanna (Dragon Age),1
Zevran / Male Elf Warden,1
Warden Cousland /  OC,1
Love Triangles - Relationship,1
Josephine Montilyet & Original Female Character(s) & Cullen Rutherford,1
Varric / Cassandra (background),1
Dorian / Cullen (Background),1
Marquise of Serault / The Silent Hunter,1
Marquise of Serault / The Wayward Bard,1
"Cremisius ""Krem"" Aclassi / Original Female Characters",1
"Cremisius ""Krem"" Aclassi / You",1
Sera / You,1
Isabela / You,1
Hawkebela,1
Female Adaar & Sera,1
Female Adaar & Solas,1
Arno Dorian / Female Reader,1
Ezio Auditore da Firenze / Female Reader,1
only mentioned though - Relationship,1
past Isabela / Zevran,1
past Isabela / Alistair / Warden,1
Zevran & Isabela & Alistair,1
Jespar Dal'Varek / Prophet | Prophetess,1
Male Lavellan & Vivienne,1
Sera / Original Non-Inquisitor Lavellan,1
"Diana Cavendish / Atsuko ""Akko"" Kagari",1
Diana Cavendish / Hannah England / Barbara Parker,1
Hannah England / Amanda O'Neill,1
Barbara Parker / Lotte Yanson,1
Ursula Callistis | Chariot du Nord / Croix Meridies,1
Jean-Marc Stroud / Other(s),1
Original Female Character(s) / Harritt,1
Garret Hawke / Ashani Brezune,1
Varric Tethras / Kalatyth Durra,1
Dirthamen / Midha Banereast,1
Falon'Din / Rasa Moaris,1
Dorian Pavus / Tamvir Lavellan,1
Zevran Arainai / Kieris Mahariel,1
(...that one's really complicated),1
Female Mage Hawke / Raleigh Samson,1
mention of abelas x lavellan,1
thea / loghain,1
Male Cadash / Dagna,1
Kirkwall Crew Friendship,1
Pre-relationship:,1
mentions of Carver / Felix,1
Original Non-Warden Cousland / Teagan Guerrin,1
Geralt z Rivii | Geralt of Rivia / Yennefer z Vengerbergu | Yennefer of Vengerberg,1
Dorian Pavus / Cullen Rutherford / Sebastian Vael,1
Sawada Tsunayoshi / Xanxus,1
Kirishima Eijirou / Midoriya Izuku,1
Hibari Kyouya / Sawada Tsunayoshi,1
Iida Tenya / Midoriya Izuku / Todoroki Shouto,1
Hotsuin Yamato / Protagonist (Devil Survivor 2),1
Riku / Sora (Kingdom Hearts),1
Bakugou Katsuki / Midoriya Izuku,1
Sawada Tsunayoshi / Superbi Squalo,1
Bakugou Katsuki / Midoriya Izuku / Todoroki Shouto,1
Kanno Fumi / Sako Makoto,1
Gokudera Hayato / Sawada Tsunayoshi,1
Kujou Hinako / Nitta Io,1
Reborn / Sawada Tsunayoshi,1
Sawada Tsunayoshi / Everyone,1
Garyuu Kyouya | Klavier Gavin / Odoroki Housuke | Apollo Justice,1
Asui Tsuyu / Uraraka Ochako,1
Midoriya Izuku / Todoroki Shouto,1
Iida Tenya / Uraraka Ochako,1
Xanxus / Superbi Squalo / Hibari Kyouya / Sawada Tsunayoshi,1
Bakugou Katsuki / Kirishima Eijirou / Midoriya Izuku / Shinsou Hitoshi / Todoroki Shouto,1
Male Inquisitor / Dorian Pavus / Cole,1
Josephine Montilyet / F!Trevelyan,1
past Alistair Theirin / Female Warden,1
Maurevar Carver / Leandra Hawke / Malcolm Hawke,1
Male Amell / Sten (Dragon Age),1
Hawke siblings,1
Male Surana x Zevran Arainai,1
OC x Zevran Arainai,1
Percy Surana x Zevran’s Arainai,1
none so far,1
Male Warden (Dragon Age) / Original Male Character(s),1
Isabella / Merrill,1
maybe more,1
Female Aeducan & Anders,1
Female Caron / Nathaniel Howe / Anders,1
Implied Zevran Arainai / Female Warden,1
Female Hawke & Male Inquisitor,1
Female Lavellan / Dorian Pavus / Solas,1
Female original character /  Original female character,1
Geralt z Rivii | Geralt of Rivia / Dorian Pavus,1
Corypheus (Dragon Age) / Original Character(s),1
Orsino & Original Female Characters,1
Male Warden (Dragon Age) / Original Female Character(s),1
Iron Bull /  Dorian Pavus,1
Varric Tethras /  Cassandra Pentaghast,1
Cullen /  Cole,1
Female Hawke /  First Enchanter Orsino,1
Alistair /  Male Warden,1
Inquisitor & Solas (Dragon Age),1
Brilwyn Theirin / Cullen Rutherford,1
Katara / Zuko (Avatar),1
Toph Beifong / Sokka,1
Gytha Cousland / Alistair Theirin,1
Adam Surana / Leliana,1
Cinder Oak / Sly Oak,1
Fiona / Rhys (Borderlands),1
Female Amell & Zevran Arainai,1
Original Non-Warden Amell & Zevran Arainai,1
Solas / Ivy Montgomery,1
Grillby(Undertale) / Ivy Montgomery,1
Male Tabris / Leliana,1
Alistair / Dorian Pavus / Cullen Rutherford,1
Derek Hale / Peter Hale,1
Derek Hale / Peter Hale / Stiles Stilinski,1
carver hawke / a happy ending,1
Cullen Rutherford / Female Captain,1
Male Aeducan / Leliana (Dragon Age),1
Desire Demon / Iron Bull,1
Nico di Angelo / Will Solace,1
Male Hawke / Petrice,1
Armitage Hux / Ben Solo | Kylo Ren,1
Anora Mac Tir & Warden,1
Anora Mac Tir & Female Warden,1
Шурф Лонли-Локли / Макс (Лабиринты Ехо),1
Fenris / Female Hawke (minor),1
Dorian / sten,1
Shale / Blackwall,1
Original Male Au Ra /  Original Male Miqo'te,1
Geralt z Rivii | Geralt of Rivia / Original Male Character(s),1
Male Cadash & Sera,1
Bodahn Feddic / OC,1
Amamiya Ren / Niijima Makoto,1
Jill Stingray / Dana Zane,1
Butch DeLoria / Female Lone Wanderer,1
Koriand'r / Raven (DCU),1
Saitama / Tatsumaki (One-Punch Man),1
Midoriya Izuku / Uraraka Ochako,1
Lincoln Clay & John Donovan,1
Athena / Lilith (Borderlands),1
John-117 | Master Chief / Kelly-087,1
Female Inquisitor / Female Herald,1
Warden Surana & Morrigan,1
female Cadash / Sera (side),1
background - Cassandra Pentaghast / Female Inquisitor,1
Amell & Morrigan (Dragon Age),1
Kim Namjoon | RM / Kim Taehyung | V,1
Vampire!Alistair / cousland,1
"Genji Shimada / Hana ""D.Va"" Song",1
Female Adaar / Female Adaar,1
Zevran Aranai / Tentacles,1
Male Warden / Leliana (Past),1
Leliana / Tabris (Past),1
leliana / original female character,1
Alistair (Dragon Age) / Harry Potter,1
Haku / Momochi Zabuza,1
Sarutobi Asuma / Yuuhi Kurenai,1
Mitarashi Anko / Umino Iruka,1
Gladiolus Amicitia / Uchiha Sasuke,1
Haruno Sakura / Zeref,1
Hagane Kotetsu / Kamizuki Izumo,1
Namikaze Minato / Uzumaki Kushina,1
Haruno Sakura / Yamanaka Ino,1
Hatake Kakashi / Uzumaki Naruto,1
Nara Shikamaru / Temari,1
Hyuuga Hinata / Inuzuka Kiba,1
Aburame Shino / Tenten,1
Hyuuga Neji / Rock Lee,1
Mizuki / Umino Iruka,1
Dorian's sarcasm / Female Inquisitor,1
Alistair / Zevran Arainai / Tentacles,1
Zevran Arainai / Tentacles,1
Nathaniel Howe / Non-Inquisitor Female Lavellan(s),1
Abelas / Solas (Dragon Age) / Original Female Character(s),1
dorian pavus / yautja oc,1
Red Jenny & Sera (Dragon Age),1
other random sidepairings,1
Harry Potter / Solas (Dragon Age),1
Male Adaar / Rilienus,1
Cedric Diggory / Harry Potter,1
Ocelot / Reader,1
Ocelot (Metal Gear) / Reader,1
Edward Kenway / Reader,1
Connor Kenway / reader,1
Haytham Kenway / Reader,1
"David ""Hesh"" Walker / Reader",1
Logan Walker / Reader,1
Liquid Snake / Reader,1
Eli / Reader,1
Naked Snake / Reader,1
Noctis Lucis Caelum / Reader,1
Prompto Argentum / Reader,1
Ignis Scientia / Reader,1
Nyx Ulric / Reader,1
Female Inquisitor /  Cullen Rutherford,1
Female Inquisitor & Raleigh Samson,1
Female Trevelyan & Raleigh Samson,1
Female Adaar / Josephine Montilyet / Cassandra Pentaghast,1
Female Mage Trevelyan / Original Female Character,1
Dragon Age OCs - Relationship,1
Android / human - Relationship,1
Zevran Arainai / Daolin Tabris,1
Calpernia / Female Trevelyan,1
Jaehee Kang / Main Character,1
Jumin Han / Zen | Hyun Ryu,1
dragon - Relationship,1
Zevran / F!Mahariel - Relationship,1
Female Hawke / Lady Elegant,1
Marian / Fenris,1
Mentioned Blackwall / Female Cadash,1
Original Male Character(s) / Cullen Rutherford / Original Female Character(s),1
Zevran Arainai /  Genderfluid Tabris,1
Haruno Sakura / Uchiha Sasuke,1
Female Desire Demon / Male Templar,1
Male Inquisitor / Leliana,1
Iron Bull / Dragons,1
Male Cousland / Loghain Mac Tir,1
Unrequited Male Inquisitor / Cullen Rutherford,1
Alistair / Stroud (past),1
Alistair / Iron Bull (future),1
Past Unrequited Alistair / Duncan,1
Implied Future Delrin Barris / Tentacles,1
Iron Bull / Dragon(s),1
Female Mage Adaar / Vivienne,1
"Cremisius ""Krem"" Aclassi / Male Cadash",1
Josephine Montilyet / Cassandra Pentaghast / Female Adaar,1
Colette / Ameridan,1
Qi'ra / Vivenne,1
Zevran Arainai / Blackwall,1
Zevran Arainai / Blackwall | Thom Rainier,1
Past Zevran Arainai / Female Warden,1
Female Dovahkiin | Dragonborn / Male Dovahkiin | Dragonborn,1
Female Snow Elf / Male Nord,1
Harritt / Flissa,1
Helisma / Male OC,1
A few more over time,1
Varric / Trevelyan / Alistair / OC?,1
Fen'Harel / Female Lavellan / Female Mahariel / Merrill,1
Fen'Harel / Female Mahariel,1
Fen'Harel / Female Mahariel / Merrill,1
alistair / mage,1
Female Amell / Desire Demon,1
Cassandra Pentaghast / Male Dovahkin,1
Cassandra Pentaghast / Male Dragonborn,1
Self Insert / Solas,1
Fen’harel / self insert,1
"Cremissius ""Krem"" Aclassi / Lace Harding / Male Lavellan",1
(past)Sten / Female Surana,1
Zevran Arainai /  Gender Fluid Tabris,1
(past)Anders / Male Amell,1
Trevelyan (Dragon Age) / Other(s),1
Male Amell & Carver Hawke,1
Bran / Female Surana,1
Female Lavellan / Elgar’nan,1
Nnoitra Gilga / Tesla Lindocruz,1
Cassandra Pentaghast & Aveline Vallen,1
Female Amell / Desire Demon(s) (Dragon Age),1
Future OC / Blackwall,1
Orana / Original Male Character,1
Orana / OC,1
Alistair / Anora Mac Tir / Female Aeducan,1
Yves Montilyet / Original Character(s),1
Inquisitor Child (Dragon Age) / Original Male Character,1
Carver Hawke / Matthew Presley,1
Merrill / Male Lavellan,1
Male Lavellan / Merrill,1
Michel de Chevin /  Male Inquisitor,1
Solas-Lavellan Child / Warden Mahariel-Zevran Child,1
hints of Varric / Hawke,1
Dorian / Tentacles,1
Solona / Cullen,1
Female / Cullen Rutherford,1
Anders & Wynne (Dragon Age),1
Anders / Tabris (Dragon Age),1
Alistair / Female Amell Warden / Cullen,1
Vanilla DAI relationships,1
Zevran / Female Inquisitor,1
Inquisitor / Felix Alexius,1
Female Cadash / Original Male Character(s),1
Josephine Montilyet / Female Inquisitor,1
Iron Bull / various Tevinter rapists,1
Lavellan /  made up person that has no name yet,1
Merrill / Female Mahariel (friendship),1
that just kinda happened,1
Leliana / Female Mahariel (mentions),1
Leliana / Female Warden (mentions),1
Iron Bull / Dorian Pavus / Male Trevelyan (implied),1
Iron Bull / Dorian Pavus / Baz Trevelyan (implied),1
Kaaras Adaar / Original Female Character,1
Brand-Shei / Male Dragonborn,1
Female Aeducan / Anora Mac Tir,1
Flemeth / Morrigan (Dragon Age),1
Sera & Wycome Jenny,1
Eventual Cullen Rutherford / Female Inquisitor,1
Eventual Background Relationships,1
Xanxus (Reborn) / Original Character(s),1
None yet!,1
solas / female inquisitor / fade Sebastian Vael,1
Original Female Character(s)&Original Spirit Character(s),1
Female Lavellan  / past relationships mentioned,1
Ancient Elvhen Lavellan,1
Fenris / Female Hawke (chapter29),1
Zevran Araiani / Original Female Character,1
Female Surana / Leliana,1
Female Inquisitor / Crassius Servis,1
Female Lavellan / Crassius Servis,1
Jowan / Blackwall,1
Cassandra & Sera,1
Abelas / Fem!OC,1
Castiel & Dean Winchester,1
Warden / Zevran,1
Fenris / Male Lavellan / Dorian,1
Jayla Shepard / Solas,1
Solas / Jayla Shepard / Fenris,1
Female Inquisitor / Solas / Fenris,1
Female Inquisitor & Isabella,1
F!Trevelyan / Josephine Montilyet,1
Anora Mac Tir / Female Aeducan,1
Leliana / Trevelyan (Friendship),1
Blackwall / Female Warrior Inquisitor,1
Loghain Mac Tir / Padril Mahariel,1
Professor Bram Kenric / Inquisition Scout,1
Female Inquisitor / Lyrium,1
unhealthy solavellan,1
Dovahkiin | Dragonborn & Solas,1
Dovahkiin | Dragonborn & Lavellan,1
Dovahkiin | Dragonborn & Spirits,1
Dovahkiin | Dragonborn & Inquisition Members,1
cole / Dorian,1
cole / inquisitor / Dorian,1
Anders / Female Surana / Carver Hawke / Original Character(s),1
tamlen / oc,1
Delrin Barris / Soris,1
Ser Jory / Helena,1
u know what its like hawke / everybody,1
she Loves everyone - Relationship,1
except its like,1
hawke: speaks,1
carver: +15 rivalry,1
Solas / Elisabeth Kardon,1
Alistair / Lucia Amell,1
Female Trevelyan / Isabela / Female Cousland,1
Female Mage Inquisitor /  Cullen Rutherford,1
Cullen Rutherford / Non-Inquisitor Trevelyan,1
Male Tabris / Male Adaar,1
Iron Bull / Male Adaar,1
Dorian Pavus / Male Adaar,1
Male Lavellan / Male Adaar,1
Male Adaar / Raleigh Samson,1
Male Hawke / Raleigh Samson,1
Cullen Rutherford / Male Adaar,1
Morrigan / Male Adaar,1
Morrigan / Male Inquisitor,1
leliana / female inquisitor,1
Blackwall / Male Cadash,1
Male Adaar / Non-Inquisitor OC,1
Iron Bull / Female Tabris,1
Iron Bull / Skinner,1
Aloth Corfiser / The Watcher,1
Marian Hawke & Carver Hawke,1
Marian & her crippling sense of inadequacy in the face of the HoF,1
Vanora Valeri / Maretus Varovelo,1
Vanora Valeri / Lucius Valeri,1
Others Coming Soon - Relationship,1
Male Trevelyan / OC,1
Cremisius “Krem” Aclassi / Female Inquisitor,1
not relationship specific but,1
Zevran Arainai & Loghain Mac Tir,1
Cullen Rutherford / Female Surana (mostly one-sided),1
Nathaniel Howe / Astrid Cousland,1
Implied Alistair / Female Warden (Dragon Age),1
Isabela / OC,1
that's probably enough,1
Alistair / Female Warden (Previous),1
Gisele / Harris,1
Male Inquisitor & Merrill,1
Ser Agatha / Female Mage,1
Apprentice / Asra (The Arcana),1
Cullen Rutherford / Female Inquisitor (past),1
King Alistair / Queen Cousland (minor),1
Varric and Bianca,1
Blackwall and Josephine,1
Krem and Maryden,1
original female characters /  original male characters,1
wolf - Relationship,1
Avvar Cullen / Original Female Character(s),1
Vhenan - Relationship,1
Bisexual - Relationship,1
Female Amell / The Architect,1
Kieran & Male Warden (Dragon Age),1
Aiden Lavellan / Iron Bull,1
Female Mage Levellan /  Solas,1
morrigan /  qunari warden,1
King Alistair / Warden Mistress,1
Anders / Loki,1
Female Hawke / Thor,1
Idrilla Lavellen /  Sera,1
Ellana / Solas,1
Original Female Character(s)&Dragon Age Canon Characters,1
mentions of ot3 to come with dorian,1
Ihrá / Solas,1
Laurent de Ghislain / OFC,1
MINOR / BACKGROUND RELATIONSHIPS:,1
Female Mage Inquisitor / Rylen,1
Female Lavellan / Rylen,1
Anders / The Cause,1
Love - Relationship,1
Angst - Relationship,1
minor Blackwall / Female Adaar,1
Warden Brosca & Leliana,1
Jowan / Warden (Dragon Age),1
Male Warden / Jowan,1
Female blood mage / Female Hawke,1
Female Mahariel & Solas,1
Female Templar / Female Mage,1
Lace Harding / Female Mage Lavellan,1
Lace Harding & Female Inquisitor,1
past Female Warden / Cullen Rutherford (mentioned),1
Male Lavellan /  female elf,1
OC / depending on how i see it necessary for the story / character development,1
maybe one-sided|unrequitted OC / Solas (if you squint),1
probably some side ships i might explore / mention,1
Alistair / Male Mahariel (mentioned),1
sola - Relationship,1
Mesara Trevelyan x Adair Lavellan,1
Damaia Adair x Solavellis Tabris,1
Background Cullen / Hawke,1
Background Ships - Relationship,1
Male Courier / Arcade Gannon,1
Eventual Relationships - Relationship,1
Iron Bull / Male Lavellan (implied),1
Dean Winchester / Orignal Female Character,1
Levy McGarden / Gajeel Redfox,1
Geralt z Rivii | Geralt of Rivia / Original Female Character(s),1
Dante / Kat (DmC),1
female hunter / solas,1
Female Cadesh & Varric Tethras,1
Iron Bull / Female Templar,1
Calpernia & Corypheus,1
Shale / Female Warden,1
Shale / Female Cousland,1
Wynn / Female Cousland,1
Wynne / Female Warden,1
Mabari / Female Warden,1
Mabari / Female Cousland,1
"Aleksadra ""Zarya"" Zaryanova / Cassandra Pentaghast",1
Briefly mentioned Trevelyan / Cullen,1
None yet -- stay tuned,1
Male Surana & Male Surana,1
sibling bond - Relationship,1
Hadley / Leorah,1
Greagoir / Irving / Wynne (Dragon Age),1
Amell - Relationship,1
Cullen Rutherford / Serendipity (past),1
Zevran Arainai / Mahariel / Cousland,1
Male Amell & Anders,1
branson Rutherford / Lavellan,1
Solana / Ryaden,1
Merrill / Isabela (minor),1
Male Hawke / Macha,1
Male Inqusitor / Fenris,1
Male Trevelyan & Dorian Pavus,1
Solas / Original Male Character(s),1
Fen’harel / Original Female Character(s),1
Fen’harel / Original Character(s),1
Hinted Cole / Original Female Character(s),1
Male Hawke / Orignal Male Characters,1
Anders / Male Hawke / Justice & Male Surana,1
Duncan / Eleanor Cousland (past),1
Hugh /  Original Female Character,1
Female Tabris /  Vaughn,1
Past Male Tabris / Vaughn,1
Willow Trevelyan / Cullen Rutherford,1
Mother / Daughter,1
Stepdad / Daughter,1
Cassandra Pentaghast & Dagna,1
Dorian Pavus / Simulacrum,1
Herah Adaar / Josephine Montilyet,1
Josephine Montilyet / Female Adaar,1
Ilya Surana / Zevran Arainai,1
there's MORE - Relationship,1
Shale & Female Aeducan,1
Aeducan & Shale,1
Aeducan & Alistair,1
Adaar & Valo-Kas Mercenary Group,1
Adaar & Taarlok,1
Adaar & Kaariss,1
Adaar & Katoh,1
Female Warden / Architect,1
Female Adaar / Lace Harding / Josephine Montilyet,1
Female Adaar / Shokrakar,1
Ellana Lavellan / Maxwell Trevelyan,1
Nonbinary Lavellan / Josephine Montilyet,1
Arcestos Adaar / Nesivera Lavellan,1
Female Cadash / Leliana,1
TBD-Relationships,1
Varric Tethras / OFC,1
Non-Inquisitor Lavellan / Varric Tethras,1
Morrigan / OC,1
Tug / Sketch (Implied),1
Tamlen / OFC,1
Cassandra / Original Male Character,1
sera / blackwall friendship,1
Alistair / original female character(s) (past),1
Flemeth / Solas (Dragon Age),1
Dorian Pavus / M!Lavellan,1
Ponchard / Dorian Pavus,1
Kuroo Tetsurou / Reader,1
Oikawa Tooru / Reader,1
Kise Ryouta / Reader,1
Levi Ackerman / reader,1
Flemeth / Morrigan,1
solas and female trevelyan,1
Zevran Arianai / Female Trevelyan,1
Zevran Arianai / Female Inquisitor,1
group: Female Aeducan & Female Brosca - Relationship,1
Carver Hawke / Original Characters,1
Female Surana / Original Characters,1
Amell / Cousland (Mentioned),1
Charter / Leliana (Dragon Age),1
Solas / Modern Female,1
Solas (Dragon Age) / Male Inquisitor,1
Solas (Dragon Age) / Male Lavellan,1
Cousland / Amell,1
Male Tabris / Zevran - Relationship,1
Implied Anders / Fenris / Justice,1
Male Hawke / Templars,1
Garrett Hawke / Templars,1
Tal'Vashoth / Female Hawke,1
Eventual Anders / Fenris / Female Hawke,1
Female Cousland / Mother Cousland,1
Marian Hake / Fenris,1
Avvar Cullen / Original Female Character,1
Cullen / male Mahariel,1
Cullen / male elf mage,1
Inquisitor & Original Character,1
Anders / Nathaniel Howe (Background),1
Female Ryder | Sara / Peebee,1
Suvi Anwar / Samantha Traynor,1
Tevos / Aria T'Loak,1
Female Shepard / Aria T'Loak,1
One sided Liam Kosta / Female Ryder,1
Jaal Ama Darav / Male Ryder | Scott,1
Cora Harper / Lexi T'Perro,1
leliana / dorothea,1
Friends becoming family - Relationship,1
Abelas / Fenris (Dragon Age),1
Abelas / Solas / Fenris,1
Anders & Aveline Vallen,1
Felix Alexius / Female Inquisitor,1
Female Inquisitor / Solas (Past),1
Shane / Player (Stardew Valley),1
Abelas / Female Trevelyan / Solas,1
Joshua Faraday / Vasquez,1
Joshua Faraday & Vasquez,1
Hint of Aeducan / Brosca but can be taken as friendship,1
Cullen Rutherford and Athena Trevelyan,1
Dorian Pauvus and Darius,1
Cassandra and Rylen,1
Iron Bull and Josephine Montiliyet,1
Alistair and Hero of Fereldan,1
Celene and Briala,1
Hawke and anders,1
Dirthamen  /  Lavellan,1
Merrill / Tamlen (Dragon Age),1
Cullen Rutherford / Others,1
solas / female morden character,1
Alistair / Original Female Character (past),1
morrigan / surana friendship,1
morrigan / female surana friendship,1
Zevran / Female Surana,1
Cullen Rutherford / OFC Mage,1
Anders / The Architect,1
Hawke & Anders,1
Solas / Female Lavellan(Onesided),1
Cole & Bunny,1
oc / solas / fenris,1
Iron Bull /  Dorian Pavus /  Male Lavellan,1
Dorian Pavus /  Male Lavellan,1
The Iron Bull /  Male Lavellan,1
Orignal Character / Original Character,1
Malika Cadash / Iron Bull,1
Female Inquisitor / Blackwall (briefly),1
past Male Trevelyan / Zevran Arainai,1
side helping of Male Trevelyan / Male Hawke,1
also Cassandra Pentaghast / Varric Tethras,1
and lastly Bethany Hawke / Josephine Montilyet,1
"Cremisius ""Krem"" Aclassi / Cole / Maryden Halewell",1
implied Solas / Lavellan,1
Original Female Character(s) / Original Female Character(s) - primary,1
Cullen Rutherford / Original Female Character(s) - secondary,1
(but like....................mentioned only bc the Warden is in the Anderfels or wherever),1
Leliana / Female OC,1
lavellan / connor (platonic),1
cole / connor (platonic),1
Alistair / Tini,1
Alistair & Hawke (Dragon Age),1
OC / ?,1
Female Hawke / Isabela - mentioned,1
Aragorn | Estel / Arwen Undómiel,1
Alistair & Leliana,1
Past Female Amell / Niall,1
Implied Wynne / Irving,1
Alistair / Morrigan?,1
Geralt z Rivii | Geralt of Rivia / Triss Merigold,1
Keira Metz / Female Cousland,1
Female Hawke / Isabela / Cirilla Fiona Elen Riannon,1
Morrigan / Yennefer z Vengerbergu | Yennefer of Vengerberg,1
Cullen Rutherford x OC,1
All relationships are mentioned - Relationship,1
Others to come,1
mentioned Solas / Female Lavellan,1
Rona Norgreen / Dinlas'al'ras,1
Rona / Din,1
Garrett Hawke x Fenris,1
Anders / Nyxale Hawke,1
Alistair & Atrina,1
Alistair & Atrina Tabris,1
Nyxale Hawke / Anders,1
Implied Hawkebela,1
Female Warden / Bethany Hawke,1
Alistair (Dragon Age) / Gil Brodie,1
Knight Captain Rylen / Commander Cullen,1
maybe,1
Cousland (Dragon Age) / Other(s),1
Evelyn Trevelyan / Iron Bull,1
Brief Mention of F!Hawke / Fenris,1
Jowan / Female Inquisitor,1
Jowan / Female Trevelyan,1
King Alistair / Female Inquisitor,1
Male Adaar & Female de Chalons,1
Bethany Hawke / Original Male Character(s),1
Female Hawke / Merrill - mentioned,1
Female Tabris & Briala,1
mentioned F!OC / M!OC,1
Orsino  /  Meredith,1
plus many more - Relationship,1
one sided female hawke / varric tethras,1
Temporary Fenris / Female Hawke,1
Steven Hackett / Female Shepard,1
Female Shepard / Jacob Taylor,1
Female Shepard / Urdnot Wrex,1
Male Shepard / Jacob Taylor,1
Female Boss (Saints Row) / Johnny Gat,1
Booker DeWitt / Reader,1
Joel / Reader,1
Jacob Frye / Female Reader,1
Venom Snake / You,1
Connor / Reader,1
Connor | RK800 / Reader,1
Background Alistair / Mahariel,1
Fen'Harel / Geldauran,1
Sera (Dragon Age) / Everyone,1
Quentin & Orsino,1
A variety - Relationship,1
Lavellan & Dalish Elves,1
Delrin Barris / Rosalie Rutherford,1
Tony Stark & Avengers Team,1
literally every single 'Tony Stark & ________' friendship tag,1
Hannah Shepard / Original Male Character(s),1
solevallan,1
Female Lavellan / Solas - pre-relationship,1
Female Lavellan / Solas - past,1
Original Mage Character / Original Male Elf Character,1
Magister / Slave,1
Non Warden Female Amell  /  Cullen Rutherford,1
Cullen Rutherford / Desire Demon,1
Zevran Arainai / Female Tabris / Isabela,1
Vaughan Kendells / Female Tabris,1
