key,value
Cullen Rutherford / Evelyn,1
Iron Bull / Leliana,1
Zevran Arainai / Male Warden / Dorian Pavus,1
platonic Cassandra x Lavellan,1
Greagoir & Irving,1
Wynne & Warden,1
Mentioned Female Cousland / Alistair Theirin,1
Male Inquisitor / Varric Tethras (friendship),1
Duncan / Female Hawke,1
Inquisitor (Dragon Age) / Ambiguous Love Interest,1
Rylen / Female Hawke,1
Rylen / Female Mage Hawke,1
Rylen (Dragon Age) / Female Hawke,1
Anders / Original Male Charater,1
loghain mac tir / iron bull,1
loghain mac tir / the iron bull,1
Arishok / Tamassran,1
Cullen / Anders / OC,1
Trevelyan / Original Character,1
Implied Alistair /  Female Cousland,1
Past Anora Mac Tir / Cailan,1
Inquisition / Solas,1
Cullen Rutherford / Tanwen Trevelyan,1
Derry Aeducan / Alistair,1
One-sided Female Trevelyan / Dorian Pavus,1
pre-Solas / Female Lavellan,1
platonic Anders & Female hawke,1
Cole (Dragon Age) & Real Cole (Dragon Age),1
Dorian Pavus / Oberyn Lavellan,1
Past Zevran / Rinna / Taliesin,1
Cullen Rutherford / Isaura Lavellan (background),1
Carver Hawke / Jean-Marc Stroud,1
Male Trevelyan / Sebastian Vael,1
torastair,1
Implied Male Hawke / Isabela,1
Isabela / Bethany Hawke,1
King Alistair / Female Surana,1
mentioned Female Hawke / Fenris,1
mentioned Anders / Female Hawke / Fenris,1
Fenris / Mage Inquisitor,1
"Cremisius ""Krem"" Aclassi / OCs",1
Morrigan & Dog,1
Isabella / Merril / Hawke,1
Iron Bull / Dorian Mentions,1
Cullen x Y / N,1
Avexis / Minaeve,1
(platonic) Varric Tethras / Female Cadash,1
Cillian / OC,1
Cullen Rutherford / Michel de Chevin,1
Female Tabris & Morrigan,1
fem!Alistair / Anora,1
Iron Bull / Female Elf,1
Iron Bull / Female Mage,1
Iron Bull / Female OC,1
Iron Bull / Female Companion,1
Cullen Rutherford / Random Women,1
Josephine / OC,1
Non-binary Lavellan / Female Lavellan,1
Background Cullen Rutherford / Male Inquisitor,1
Zevran Arainai / Female Warden (past),1
Grim / Skinner,1
Bull's Charger(s) & Iron Bull,1
background Dorian Pavus / The Iron Bull,1
Josephine Montilyet / OC,1
Female Caron / Alistair,1
Dorian Pavus / Female Cadash,1
Male Inquisitor / Sera,1
Male Trevelyan / Sera,1
Blackwall / Male Adaar,1
Sorcha Trevelyan / Sebastian Vael,1
Implied Maric / Loghain,1
Samson / Amell,1
Implied Female Hawke / Fenris,1
Greagoir / Wynne / Irving,1
Adrian / Loghain Mac Tir,1
justanders,1
Mentioned Female Lavellan / Solas,1
Aveline Vallen / Cassandra Pentaghast,1
Templar Sandwich,1
Cullen-Trevelyan-King Alistair,1
one-sided Zevran / male warden,1
hints of Cullen Rutherford / Cassandra Pentaghast,1
Male Lavellan / Dorian Pavus (Background),1
Male Warrior Lavellan / Solas,1
Male Rogue Lavellan / Dorian,1
Nieven Lavellan / Dorian,1
Dali Cadash / Varric Tethras,1
Gwaine Trevelyan / Cullen Rutherford,1
Female Trevelyan / Raleigh Samson,1
Adelind Trevelyan / Raleigh Samson,1
Orari Lavellan / Cassandra Pentaghast,1
Kata Adaar / Sera,1
Male Mage Lavellan / Cole,1
Corix Lavellan / Cole,1
Female Mage Lavellan / Female Hawke / Isabela,1
Rin Lavellan / Emrys Hawke / Isabela,1
Trevelyan / Trevelyan,1
dena lavellan / moira lavellan,1
friends Dorian Pavus / GenderFluid Inquisitor,1
Sergeant Kylon / Amell,1
"Cremisius ""Krem"" Aclassi / Original Character",1
Krem / OC,1
Cullen / Other(s),1
Fenris / Female Hawke (past),1
Male Hawke / Original Male Character,1
Dorian / M!Adaar,1
Dorian / Senit Adaar,1
thom rainier / cadash,1
onesided bethany hawke / blackwall,1
Cadash / Calpernia,1
Corypheus / Meredith Stannard,1
Female Trevelyan / Female Trevelyan,1
Zevran Arainai / Male Elf Warden / Nathaniel Howe (mentioned),1
M!Hawke x Fenris,1
Zevran Arainai / Male Warden / Nathaniel Howe,1
Zevran Arainai / Male Elf Warden / Nathaniel Howe,1
Prior Branka / Hespith,1
Prior Branka / Ogrhen,1
Leliana / Anora Mac Tir / Erlina,1
Josephine Montilyet & Female Inquisitor,1
Darius Hawke / Anders,1
Female Hawke / Fenris / Anders,1
Female Hawke /  Anders,1
Briala /  Inquisitor,1
Solas Rivalry,1
Male Lavellan /  Young Deshanna,1
Solas Bromance,1
Librarian X Helisma,1
Sebastian Vael  /  Female Trevelyan,1
Anders / Fenris / Original Female character,1
Male Aeducan / Zevran Arainai,1
Tony Stark & Pepper Potts,1
King Alistair & Former Female Warden,1
Alistair & Female Inquisitor,1
King Alistair & Herald of Andraste,1
Cullen Rutherford /  Female Lavellan,1
Cullen Rutherford /  Female rogue Lavellan,1
Cullen /  Female Lavellan,1
Female Lavellan / Lavellan / Cullen Rutherford,1
Cullen Rutherford Female Mahariel,1
one-sided Male Brosca / Leske,1
Anders / Bethany Hawke / Female Surana,1
Slight Female Surana / Anders,1
Female Dwarf Inquistor / Iron Bull,1
Will add more as they crop up,1
VERY BRIEF mention of past Fenris / Isabela,1
also brief mention of Isabela / Zevran,1
Eventual Male Hawke / Fenris,1
Eventual Poly,1
Female Surana / Zevran Arainai / Anders,1
Isabela / Zevran Arainai / Female Surana / Anders,1
Carver Hawke / Female Amell,1
Dagna / Fenris,1
none at the moment,1
Mischa / Sigrun,1
Female Caron / Seneschal Varel,1
Mahariel / Velanna,1
Mahariel / Nathaniel Howe,1
Mahariel / Valenna / Nathaniel Howe,1
Mahariel & Velanna,1
Mahariel & Nathaniel,1
mentioned Tamlen / Original Dalish Character,1
Cole / Male Original Character,1
anders / templar carver,1
Josephine Montilyet / Shokrakar,1
Female Surana / Bethany Hawke,1
Halward Pavus / Dorian Pavus,1
Female Surana / Female Cousland,1
Female Surana / Alistair / Female Cousland,1
Clint Barton / Original Female Character(s),1
Clint Barton / Natasha Romanov / Original Female Character(s),1
Natasha Romanov / Wanda Maximoff / Original Female Character(s),1
female lavellan / blackwall,1
Cullen Rutherford / Female Cousland,1
Female Inquisitor / Iron Bull / Solas,1
Hawke x anders,1
Background Cassandra / Male Trevelyan,1
Felix / Dorian / Bull,1
Unrequited!Fenris / Male Hawke,1
Anders / Warden OC,1
Female Surana / Warden OC,1
Anders / Max,1
Anders / Rafael,1
Anders / Neri,1
Neri / Rafael,1
Female Surana / OC,1
mia rutherford / OC,1
King Alistair /  Queen Cousland,1
Sera / Female Tabris,1
Thazulok / Myrdo,1
Alma Tabris / Johanna Mahariel,1
Dorian Pavus / Saeda Corvus,1
implied poly inquistion,1
Male lavellan / Others,1
implied Female Cadash / Varric Tethas,1
implied Male Lavellan / Dorian Pavus,1
"Cremisius ""Krem"" Aclassi / Vivienne",1
Dorian Pavus / Male Trevelyan / Cullen Rutherford,1
Fen'nas & Bobber,1
Cullen x Alistair,1
Cullen x Alistair x Trevelyan,1
Loki / Tony Stark,1
OC / Female Mage Trevelyan,1
Original Female Elf Inquisitor /  Solas,1
minor Female Trevelyan / Cullen,1
"eventual Cremisius ""Krem"" Aclassi / Iron Bull / Dorian Pavus",1
Fenris / Anders / Dorian Pavus,1
Josephine Montilyet / Dorian Pavus,1
Varric Tethras / Sera,1
Implied Cullen Rutherford / Samson - Relationship,1
Implied Iron Bull /  Male Lavellan /  Dorian Pavus,1
Implied Iron Bull / Male Lavellan / Dorian Pavus,1
Courier / Original Character (Fallout),1
vaguely implied - Relationship,1
Red Templar!Cullen x Female Trevelyan,1
Anders / Girl with the Griffon Tattoo,1
Anders / OC-Characters,1
Female Inquisitor / June,1
Female Cadash / June,1
Cadash / June,1
pre-Cullen Rutherford / Male Inquisitor,1
Justinia V / Leliana,1
Hawke / OFC,1
Elizabeth Midford & Ciel Phantomhive,1
One(ish) Sided Female Adaar / Iron Bull,1
Orlesian warden / original male character,1
orlesian warden / nathaniel howe,1
Female Cousland / Original Female Character,1
Alistair / Female Surana / Zevran Arainai,1
background pairings:,1
others briefly alluded to,1
Minor Inquisitor / Sera,1
Minor Cassandra / Josephine,1
minor Krem / Dalish / Skinner,1
Super Minor Fenris / Anders,1
Implied cullen / inquisitor,1
Female Hawke / Hadriana,1
Zevran Arainai / male Tabris / Fenris,1
Fenris / Tabris,1
Fenris / Male Tabris,1
"Cremisius ""Krem"" Aclassi / Felix Alexius / Cullen Rutherford",1
Implied Iron Bull /  Dorian,1
Halward Pavus / Livia Arida,1
Gereon Alexius / Halward Pavus / Livia Arida,1
Seneschal Bran / Hawke,1
slightly Anders / Fenris / maleHawke,1
Pre-Male Hawke / Varric Tethras,1
Zevran Arainai / Alistair Theirin,1
Maybe more not sure yet,1
Blackwall x Arya Trevelyan,1
Anders / Fenris / Zevran Arainai,1
Female Hawke / Isabela / Merrill(mentioned),1
Male Warden / Morrigan(mentioned),1
Loghain & Everyone,1
Male Aeducan / Leliana,1
Josephine x Lavellan,1
Lavellan / Josephine - Relationship,1
Josiemance,1
Josephine x f!Inquisitor,1
OC / ???,1
Carver Hawke / Merrill (Unrequited),1
Female Inquisitor / Cassandra Pentaghast / Sera,1
Female Inquisitor / Cassandra Pentaghast / Leliana / Sera / Female Hawke / Isabela,1
background Lavellan / Josephine - Relationship,1
Iron Bull / Male Hawke,1
Orsino / Others,1
Bran Cavin / Serendipity (implied),1
Gaspard de Chalons / OC,1
Cullen / Inquisitor Trevelyan,1
Female Inquisitor (Dragon Age) / Original Character(s),1
Iron Bull / Lavellan / Cullen Rutherford,1
Cullen / OC / Alistair,1
Female Rogue Trevelyan / Cullen,1
Kerowen Trevelyan / Cullen Rutherford,1
background Alistair / Female Amell,1
Female Adaar / Iron Bull / Dorian Pavus,1
Roboute Guilliman / Lorgar,1
Cole / Dorian Pavus (Friendship),1
Carver Hawke /  First Enchanter Orsino,1
Dorian Pavus / Male Grey Warden,1
Dorian Pavus / Male OC,1
Fenris / Dorian,1
Anders  /  Karl is hinted very vaguely,1
Anders / Hawke / Maevaris,1
Male Hawke / Maevaris Tilani,1
Desire & Solas,1
Anders / Cullen stanton Rutherford,1
Female Trevelyan - Relationship,1
King Alistair Theirin / Inquisitor Trevelyan,1
Finn / Hadley,1
Anders / Justice / Male Hawke,1
Bog Unicorn / Evelyn Trevelyan,1
slow burn - Relationship,1
Self Harm - Relationship,1
ptsd - Relationship,1
Iron Bull / Corypheus,1
Fenris / Hawke / Isabela / Other,1
This is OT4 universe with Nebulad's Hawke as THE Hawke and Rees as the bastard child of Leandra,1
Luca and Rees aren't related,1
no incest - Relationship,1
promise - Relationship,1
just one happy ot4,1
Fenris / Isabela- Friends With Benefits,1
Zevran Arainai / Isabela-Friends With Benefits,1
Karl Thekla / Anders-Past,1
Felix Alexius / Bethany Hawke-Background,1
Donnic Hendyr / Aveline Vallen-Background,1
Male Cadash / Original Male Character(s),1
Cillian / Thornton,1
Lavellan  /  Solas (past),1
Blackwall / Leliana / Josephine,1
(chapter 6 only),1
imagined character / imagined character,1
Female Cousland / Teagan Guerrin / Alistair,1
Male Lavellan / Tentacles,1
Male Lavellan / Solas Pre-Slash,1
Rylen / Female Rogue Inquisitor,1
Anders / Female Surana / Nathaniel Howe,1
Isabela / Merrill (mentioned),1
Zevran Arainai / Justice(mentioned),1
Justice / Anders / Zevran Arainai,1
Solas / Aiyana,1
Rylen / Trevelyan (Dragon Age),1
sera / dagna (mentioned),1
Female Amell / Inquisitor,1
Eithne Theirin / Alistair Theirin,1
Eithne Cousland / Alistair Theirin,1
Female Cousland / King Alistair,1
Teagan Guerrin / Female Trevelyan,1
Teagan Guerrin / Female Inquisitor,1
solvellan - Relationship,1
Zevran Arainai / Warden Surana,1
Anders / Male Hawke / Isabela,1
Mahariel / Reader,1
Non-Inquisitor Lavellan / Solas,1
Non-Inquisitor / Solas,1
Female Cousland / Leliana / Morrigan,1
Sera + Dorian friendship,1
Bull + Adaar friendship,1
implied Bethany Hawke / Cullen,1
Corypheus / Trevelyan,1
Female Trevelyan / Coryphyus,1
Tamlen / Female Mahariel,1
Tamlen / Merrill,1
Female Cousland / Male Mahariel,1
Female Hawke / Fenris (implied),1
Female Hawke / Isabel (implied),1
"Cremisius ""Krem"" Aclassi & Female Lavellan",1
Varania / Bethany Hawke,1
Female Lavellan / Merrill / Isabela,1
Justice / Other(s),1
to be named,1
Kaim Lavellan / Dorian Pavus,1
Nazek Adaar / Cullen Rutherford,1
Nazek Adaar / Avalis Lavellan,1
Krem / Inquisitor,1
Krem / Male Inquisitor,1
Krem / Male Lavellan,1
Dalish / Sera,1
OC & Dog,1
CullenxMerril,1
Solas / Male Cadash,1
Eventually Cassandra Pentaghast / Varric Tethras,1
Carver Hawke / Felix Alexius,1
Merrill / Maren (female clan elf),1
Past Implied Cullen / Surana,1
Female Trevelyan / Gereon Alexius,1
Female Rogue Lavellan / Josephine Montilyet,1
Female Mage Hawke / Male Warrior Trevelyan,1
Female Trevelyan / Solas,1
Mage Trevelyan / Solas,1
Female Mage Trevelyan / Solas,1
Abelas / Male Mage Trevelyan,1
Rylen / Companion,1
Male Lavellan /  Original Male Character,1
Probably Isabella / Someone and or People,1
All ships are background,1
Maybe a few more ships in there idk,1
Gordon Blackwall / Thom Rainier,1
Dagna / Harritt,1
minor Male Hawke / Dorian Pavus,1
Knight-Captain Rylen / Adaar,1
Tamar / Sidony,1
Travelyan / Cullen Ruthorford,1
Cullen / Human Mage,1
Avvar Cullen /  Human Mage,1
Minor Solas / Lavellan,1
any other relationship you like,1
Male Hawke / Fenris(mentioned),1
Merrill / Isabela(mentioned),1
Vivienne / Morrigan,1
Solas / Javik,1
Male Inquisitor / Dorian Pavus / Cullen Rutherford / Iron Bull,1
Vivienne / Sera / Leilana,1
Solas / Blackwall / Dorian,1
Mentioned Iron Bull / Dorian Pavus,1
pre Dorian Pavus / Lavellan,1
implied onesided solas / male inquisitor,1
Female Hawke / Female Trevelyan,1
Male Trevelyan / Cullen Rutherford / Iron Bull,1
not inquisitor yet  /  Solas  /  fen'harel,1
Isabela / Blackwall,1
implied Iron Bull / Cassandra Pentaghast,1
Background Female Lavellan / Solas,1
Minor Inquisitor / Josephine Montilyet,1
Sebastian Vael / The Maker,1
Lace Harding / Bethany Hawke,1
Sera / Merrill,1
Cullen / Male Warden (Dragon Age),1
Mention Solavellan,1
Female Inquisitor /  Female Dalish Elf,1
Adam Jensen / Francis Pritchard,1
Adam Jensen / Frank Pritchard / Faridah Malik,1
background - Fenris / Hawke,1
background - Anders / Hawke,1
Saarebas / Anders,1
Isabela / Merrill(mentioned),1
Melkor / Sauron,1
Commander Cullen Rutherford / Evelyn Trevelyan,1
Cullen Rutherford /  Inquisitor,1
OT12,1
Male Trevelyan / Kieran,1
mentions of Dorian / Iron Bul,1
mentioned Zevran / OC,1
"background Cremisius ""Krem""Aclassi / Dorian Pavus",1
Malik Al-Sayf / Altaïr Ibn-La'Ahad,1
Daryl Dixon / Rick Grimes,1
Micheletto Corella / OMC,1
Peter Quill / Rocket Raccoon,1
Heiwajima Shizuo / Orihara Izaya,1
Ashiya Shirou | Alciel / Maou Sadao | Satan Jacob,1
Legolas Greenleaf / Thranduil,1
Jodie Holmes & Aiden,1
iron bull / malika cadash,1
Iron Bull / Female Cadash / Grim,1
Bianca / Isabela,1
Male Adaar / Alistair,1
Sera / Female Adaar,1
Josephine Montilyet / Male Cadash,1
Fenris / Female Mage Hawke (referenced),1
Jowan / Lilly,1
Cullen Rutherford / Carver Hawke / Dorian Pavus,1
Male Lavellan / Dorian,1
Hissrad / Dorian Pavus,1
Alistair Theirin / Dorian Pavus,1
implied one-sided Cassandra / Varric,1
Lavellan / Crassius Servis,1
Kevin Tran / Sam Winchester,1
Commander Cullen / Inquisitor,1
Female Surana / Male Hawke / Female Adaar,1
Slight Female Trevelyan / Cullen Rutherford,1
maybe a few other pairings pop up,1
other mentioned ones but no real development,1
Female Hawke / anything that walks,1
Female Adaar / Michel de Chevin,1
Dorian Pavus / m!Cadash,1
hints of eventual Solas / Female Lavellan,1
Male Inquisitor trevelyan / Iron Bull,1
Varric Tethras / Sebastian / Isabela,1
Female Cadash / Iron Bull / Dorian Pavus,1
Male Adaar / Lace Harding,1
implied Alistair / Leliana,1
Riza Hawkeye / Roy Mustang,1
Post Dorian Pavus / Iron Bull,1
Unrequited Inquisitor / Cullen Rutherford,1
Alistair  /  Duncan,1
Aveline Vallen / Leandra Hawke,1
Lavellan / Falon'Din,1
anders / OC apostate,1
Anders / OC female,1
Past Male Trevelyan / Others,1
Cullen Rutherford / Female Caron,1
Solas / Female Trevelyan (Past),1
Female Inquisitor / Josephine Montilyet / Delrin Barris,1
Karl / Anders,1
Solas / Benedict Cumberbatch,1
Benedict Cumberbatch / Lou,1
Benedict Cumberbatch / Donna,1
Solas / Austin,1
Benedict Cumberbatch / Original Female Character,1
Benedict Cumberbatch / Original Male Character,1
Arishok / Ambiguous,1
Josephine Montilyet / Cassandra Pentaghast (mentioned),1
Cullen Rutherford x Evelyn Trevelyan,1
anders /  hawke,1
Fergus Cousland / Josephine Montilyet,1
Vivienne de Fer & Iron Bull,1
Lavellan / Gaspard,1
Male Mahariel / Male Mahariel,1
"Cremisius ""Krem"" Aclassi / Lace Harding / Josephine Montilyet",1
Michel de Chevin & Dorian Pavus,1
Michel de Chevin /  OFC,1
platonic M!Lavellan / Cullen,1
Dorian Pavus / Cullen Rutherford / Solas,1
Female Adaar / Cole,1
Cole / Warrior Inquisitor,1
Bethany Hawke / Felix Alexius,1
Fade Spirit(s) / Solas,1
Sten & Mahariel,1
Rogue Inquisitor / Cole,1
Duncan / Male Brosca,1
Corypheus / You,1
Fenris / Magisters,1
Ionna Lavellan / Fenris,1
Evie Rutherford / Cullen Rutherford,1
Cullen Rutherford / Evie Rutherford,1
All the rare pairs friends,1
none...yet,1
background Alistair / Anora Mac Tir,1
Adaar / Shokrakar,1
Solas / Female Mage,1
Hiro Hamada / Male Lavellan,1
Hiro Hamada / Tadashi Hamada,1
Zevran Arainai / F!Warden,1
Cullen / Korbin,1
Iron Bull / Dorian Pavus / Male Hawke,1
Garrett Hawke / Dorian Pavus,1
Female Inquisitor / Cassandra Pentaghast / Leliana / Josephine Montilyet,1
Female Trevelyan / Cassandra Pentaghast / Leliana / Josephine Montilyet,1
Male Adaar / Samson,1
Yaanos Adaar / Dorian Pavus,1
Yaanos Adaar / Samson,1
Yaanos / Dorian / Samson,1
Aeron Hawke / Isabela,1
Varric Tethras & Cullen Rutherford,1
Sebastian Vael / Female Warden,1
C'est compliqué :P,1
it's complicated :P,1
Female Lavellan / Imshael,1
Inquisitor / Imshael,1
Female Surana / Desire Demon,1
Female Surana / Anora Mac Tir,1
Anders & Vivienne,1
Anders & Blackwall,1
Cullen Rutherford / Ambiguous Female Inquisitor,1
Solamance,1
OC / Zevran Arainai,1
Male Adaar / OC,1
Alistair (Dragon Age) / Female Shepard (Mass Effect),1
Mentions of Samson / Cullen Rutherford (previous),1
Cadash / Adaar,1
slight Anders / Male Hawke,1
Taibreah Lavellan / Solas,1
Zathrian /  Original Female Character,1
inquisitor mage,1
Female Hawke / Everyone,1
Dorian Pavus / Michel de Chevin,1
Dorian Pavus / Ser Morris,1
Solas / Leila Tabris,1
Female Commander Shepard / Kaidan Alenko,1
Shepard / Alenko,1
Female Cousland / James Vega,1
Cousland / Vega,1
Leliana & Dorian Pavus,1
Cullen Rutherford / Rona Lavellan,1
Female Lavvellan / Fen'harel,1
im ashamed - Relationship,1
first in the tag oh god,1
Sam Winchester / You,1
Castiel / You,1
Gabriel / You,1
Crowley / Reader,1
Crowley / You,1
Anders / You,1
Female Hawke / Reader,1
